DATE TIME (UTC),MMSI,LATITUDE,LONGITUDE,COURSE,SPEED,HEADING,NAVSTAT,IMO,NAME,CALLSIGN,AISTYPE,A,B,C,D,DRAUGHT,DESTINATION,ETA,LOA,TYPENAME
2019-11-27 11:15:40,356426000,1.10975,104.88632,311.9,15.3,314,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:15:41,525008016,1.09557,104.18581,267.2,0.0,144,8,7900170,MT PUNGUT,YDXY,80,117,32,13,13,5.3,UBAN,11-26 10:00,149,Oil Products Tanker
2019-11-27 11:15:41,355902000,1.19192,105.02454,125.5,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:15:41,256728000,1.36788,104.63573,128.9,11.9,126,0,9670119,HARIS,9HA3991,70,168,17,6,24,9.8,JAKARTA,11-30 00:01,185,Container Ship
2019-11-27 11:15:41,356565000,1.27373,104.09462,261.0,10.3,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:15:41,574383000,1.51498,104.55580,223.0,10.6,220,2,9404156,PETROLIMEX12,3WWL,80,102,27,10,10,6.3,EPBGC,11-27 20:00,129,Chemical/Oil Products Tanker
2019-11-27 11:15:42,563546000,1.30814,104.06837,0.0,0.0,511,0,9087128,MARINE PRESTIGE,S6HA,80,37,16,5,4,0.0,,00-00 24:60,53,Oil Products Tanker
2019-11-27 11:15:42,356565000,1.27373,104.09462,261.0,10.3,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:15:42,525200750,1.03747,104.13441,360.0,0.0,511,15,0,MT RIZKI BAROKAH,YCD12,80,60,6,5,6,0.0,,,66,#N/A
2019-11-27 11:15:42,477712400,1.41776,104.48531,49.9,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:15:42,255805675,1.30946,104.31884,240.3,12.3,246,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:42,416462000,1.30830,104.05958,268.0,0.0,207,0,9304942,CHINA STEEL REALIST,BMER,70,260,40,20,30,9.7,PJSB,11-27 08:15,300,Bulk Carrier
2019-11-27 11:15:43,533001350,1.32441,104.22803,350.9,0.2,70,0,9115573,STRAITS 3,9MPN8,80,61,14,3,9,4.2,PASIR GUDANG,11-21 05:00,75,Bunkering Tanker
2019-11-27 11:15:44,563027990,1.29924,104.09294,307.7,0.2,511,0,9692533,STAR 2,9V2693,80,37,8,5,6,3.2,AEPB,11-25 11:00,45,Bunkering Tanker
2019-11-27 11:15:45,373607000,1.36083,104.40173,50.3,9.3,53,0,9767015,GLOBAL AMBITION,3ENZ7,70,153,27,19,11,6.8,KALIORANG,12-02 04:00,180,Bulk Carrier
2019-11-27 11:15:45,566886000,1.55363,104.56530,209.0,17.5,210,0,9457658,WAN HAI 516,9V7582,70,197,62,26,11,12.8,PKG,11-00 00:11,259,Container Ship
2019-11-27 11:15:45,255805675,1.30941,104.31874,240.3,12.3,246,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:46,319118900,1.28179,104.30978,81.4,14.1,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:15:46,525100992,1.04028,104.21238,0.0,0.0,511,0,0,MT NOER POPPY,YCCR2,80,70,15,7,6,6.0,TG.UBAN,11-23 18:30,85,#N/A
2019-11-27 11:15:47,533000330,1.33633,104.09288,54.0,0.0,106,0,9380025,NAUTICA JOHOR BAHRU,9MFE6,80,81,4,5,12,4.9,JOHOR ANCHORAGE,11-26 19:00,85,Oil Products Tanker
2019-11-27 11:15:47,533170354,1.33550,104.10317,299.0,0.0,58,0,9066186,SHIMA MARU       .,9WRZ2,80,70,20,2,11,5.5,,02-26 05:00,90,Oil Products Tanker
2019-11-27 11:15:47,356426000,1.11008,104.88595,312.0,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:15:48,405000249,1.25728,104.22183,84.0,12.3,80,0,9217682,ZAHAB JAHAN,S2AO2,70,160,30,20,11,7.0,TANJUNG KAMPEH,11-28 18:00,190,Bulk Carrier
2019-11-27 11:15:48,355902000,1.19160,105.02498,127.3,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:15:49,477712400,1.41814,104.48576,50.0,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:15:49,255805675,1.30931,104.31852,240.9,12.3,247,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:50,525008016,1.09557,104.18581,269.0,0.0,144,8,7900170,MT PUNGUT,YDXY,80,117,32,13,13,5.3,UBAN,11-26 10:00,149,Oil Products Tanker
2019-11-27 11:15:50,376307000,1.34482,104.40825,50.7,12.4,50,0,9132703,WEST SCENT,J8B5348,70,118,28,20,5,8.5,HUMEN,12-02 18:00,146,Container Ship
2019-11-27 11:15:51,533130542,1.32369,104.22437,75.2,0.3,511,0,0,ESCOLAR,9MWI8,80,37,11,5,3,0.0,,,48,#N/A
2019-11-27 11:15:51,636017493,1.27726,104.16466,261.2,13.5,262,0,9737709,NAUTICAL ANNE,D5LF8,70,173,26,9,23,10.5,SUEZ CANAL,12-13 04:00,199,Bulk Carrier
2019-11-27 11:15:51,525008027,1.06709,104.21282,43.2,0.0,165,5,8121161,MT SINDANG,YDXQ,80,100,0,15,15,7.1,SAMBU,11-26 17:30,100,Oil Products Tanker
2019-11-27 11:15:51,256728000,1.36754,104.63616,128.8,11.8,126,0,9670119,HARIS,9HA3991,70,168,17,6,24,9.8,JAKARTA,11-30 00:01,185,Container Ship
2019-11-27 11:15:51,574383000,1.51462,104.55548,222.0,10.5,220,2,9404156,PETROLIMEX12,3WWL,80,102,27,10,10,6.3,EPBGC,11-27 20:00,129,Chemical/Oil Products Tanker
2019-11-27 11:15:52,563546000,1.30815,104.06835,0.0,0.0,511,0,9087128,MARINE PRESTIGE,S6HA,80,37,16,5,4,0.0,,00-00 24:60,53,Oil Products Tanker
2019-11-27 11:15:52,525011107,1.05675,104.20855,241.5,0.0,161,1,9460306,COSMIC 9,YCUI,80,69,19,10,3,3.6,TG UBAN,11-26 20:30,88,Bitumen Tanker
2019-11-27 11:15:52,319118900,1.28185,104.31015,81.2,14.0,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:15:52,525200750,1.03747,104.13441,360.0,0.0,511,15,0,MT RIZKI BAROKAH,YCD12,80,60,6,5,6,0.0,,,66,#N/A
2019-11-27 11:15:52,255805675,1.30923,104.31832,241.4,12.2,248,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:53,566103000,1.32871,104.25656,320.0,0.1,70,1,9614115,SOUTHERNPEC 11,9V9209,80,95,23,5,13,5.0,EOPL,11-27 10:30,118,Oil Products Tanker
2019-11-27 11:15:53,533001350,1.32441,104.22803,348.9,0.1,70,0,9115573,STRAITS 3,9MPN8,80,61,14,3,9,4.2,PASIR GUDANG,11-21 05:00,75,Bunkering Tanker
2019-11-27 11:15:53,355902000,1.19131,105.02538,126.1,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:15:53,356565000,1.27363,104.09405,261.0,10.2,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:15:53,356565000,1.27363,104.09405,261.0,10.2,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:15:53,356426000,1.11037,104.88563,312.0,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:15:54,477712400,1.41841,104.48608,50.0,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:15:54,563027990,1.29925,104.09292,314.9,0.2,511,0,9692533,STAR 2,9V2693,80,37,8,5,6,3.2,AEPB,11-25 11:00,45,Bunkering Tanker
2019-11-27 11:15:55,351663000,1.37129,104.46995,68.9,13.4,70,0,9163441,KANWAY GALAXY,3FUH7,70,150,43,20,8,8.0,ID_SRG,11-29 14:00,193,Container Ship
2019-11-27 11:15:55,466543000,1.47074,104.71649,270.1,15.5,271,0,9323027,MAJD,A7HR,70,178,69,10,22,8.2,MYTPP,11-27 17:00,247,Container Ship
2019-11-27 11:15:56,525888888,1.05449,104.21070,345.1,0.1,511,8,9744972,BERKAT ANUGERAH 05,YBFP,80,70,5,7,7,2.2,TG UBAN,11-27 11:00,75,Oil Products Tanker
2019-11-27 11:15:57,566886000,1.55278,104.56482,209.0,17.5,210,0,9457658,WAN HAI 516,9V7582,70,197,62,26,11,12.8,PKG,11-00 00:11,259,Container Ship
2019-11-27 11:15:57,405000249,1.25733,104.22228,84.0,12.4,80,0,9217682,ZAHAB JAHAN,S2AO2,70,160,30,20,11,7.0,TANJUNG KAMPEH,11-28 18:00,190,Bulk Carrier
2019-11-27 11:15:57,533000075,1.32885,104.25658,0.0,0.1,511,0,8807246,TEGUH 9,9MYR7,80,56,12,3,12,0.0,,08-19 19:20,68,Oil Products Tanker
2019-11-27 11:15:57,533170354,1.33551,104.10317,306.9,0.2,58,0,9066186,SHIMA MARU       .,9WRZ2,80,70,20,2,11,5.5,,02-26 05:00,90,Oil Products Tanker
2019-11-27 11:15:57,538005592,1.32106,104.33646,228.8,7.9,231,0,9308417,JEJU ISLAND,V7JM2,79,205,17,15,15,9.0,SG PEBGA,11-27 14:00,222,Container Ship
2019-11-27 11:15:58,376344000,1.10770,104.19009,297.0,0.1,143,1,9290995,FANEROMENI,J8B4192,70,168,22,19,13,6.4,FOR ORDER,10-07 01:30,190,Bulk Carrier
2019-11-27 11:15:58,533000330,1.33633,104.09288,54.0,0.0,106,0,9380025,NAUTICA JOHOR BAHRU,9MFE6,80,81,4,5,12,4.9,JOHOR ANCHORAGE,11-26 19:00,85,Oil Products Tanker
2019-11-27 11:15:58,319118900,1.28192,104.31053,81.0,14.0,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:15:58,563783000,1.30208,104.10773,182.4,5.5,179,0,9212515,PAC BANDA,9VBT,70,15,75,12,8,4.6,EBGA,11-27 22:00,90,Container Ship
2019-11-27 11:15:58,441548000,1.29736,104.28332,253.8,15.0,255,0,9297527,ANL WENDOUREE,D9AW,71,223,71,12,20,11.7,MYPKG,11-29 05:00,294,Container Ship
2019-11-27 11:15:59,356426000,1.11065,104.88532,312.0,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:15:59,533060200,1.31446,104.13404,144.6,0.1,63,1,9572886,ORKIM EXPRESS,9MLR2,80,84,17,16,3,5.6,MY PENGERANG,11-25 16:00,101,Oil Products Tanker
2019-11-27 11:16:00,533170319,1.31345,104.09451,137.4,11.6,140,0,9101651,HARBOUR ZENITH,9WRV7,70,113,27,10,10,7.6,PORT_KLANG,11-28 11:30,140,Container Ship
2019-11-27 11:16:00,355902000,1.19105,105.02572,126.7,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:16:00,477712400,1.41884,104.48660,50.0,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:16:01,256728000,1.36720,104.63659,127.9,11.9,126,0,9670119,HARIS,9HA3991,70,168,17,6,24,9.8,JAKARTA,11-30 00:01,185,Container Ship
2019-11-27 11:16:01,356565000,1.27355,104.09365,262.0,10.2,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:16:01,376307000,1.34518,104.40870,50.9,12.4,49,0,9132703,WEST SCENT,J8B5348,70,118,28,20,5,8.5,HUMEN,12-02 18:00,146,Container Ship
2019-11-27 11:16:01,416462000,1.30830,104.05958,273.0,0.0,207,0,9304942,CHINA STEEL REALIST,BMER,70,260,40,20,30,9.7,PJSB,11-27 08:15,300,Bulk Carrier
2019-11-27 11:16:03,566886000,1.55235,104.56457,209.0,17.5,210,0,9457658,WAN HAI 516,9V7582,70,197,62,26,11,12.8,PKG,11-00 00:11,259,Container Ship
2019-11-27 11:16:03,356565000,1.27355,104.09365,262.0,10.2,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:16:04,373607000,1.36134,104.40235,50.5,9.1,53,0,9767015,GLOBAL AMBITION,3ENZ7,70,153,27,19,11,6.8,KALIORANG,12-02 04:00,180,Bulk Carrier
2019-11-27 11:16:04,533001350,1.32441,104.22803,352.8,0.1,71,0,9115573,STRAITS 3,9MPN8,80,61,14,3,9,4.2,PASIR GUDANG,11-21 05:00,75,Bunkering Tanker
2019-11-27 11:16:04,356426000,1.11089,104.88506,312.0,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:16:04,351663000,1.37147,104.47041,68.9,13.4,70,0,9163441,KANWAY GALAXY,3FUH7,70,150,43,20,8,8.0,ID_SRG,11-29 14:00,193,Container Ship
2019-11-27 11:16:05,319118900,1.28199,104.31089,81.1,14.0,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:16:05,255805675,1.30896,104.31770,242.4,12.2,250,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:16:06,232011742,1.29301,104.09449,264.1,7.4,264,0,9739525,BERGE LOGAN,MBZU9,70,280,47,36,21,12.1,SG-PEJSB,11-27 11:00,327,Bulk Carrier
2019-11-27 11:16:06,405000249,1.25738,104.22285,83.0,12.5,80,0,9217682,ZAHAB JAHAN,S2AO2,70,160,30,20,11,7.0,TANJUNG KAMPEH,11-28 18:00,190,Bulk Carrier
2019-11-27 11:16:06,533000330,1.33633,104.09288,54.0,0.0,106,0,9380025,NAUTICA JOHOR BAHRU,9MFE6,80,81,4,5,12,4.9,JOHOR ANCHORAGE,11-26 19:00,85,Oil Products Tanker
2019-11-27 11:16:06,533170354,1.33552,104.10317,312.7,0.1,58,0,9066186,SHIMA MARU       .,9WRZ2,80,70,20,2,11,5.5,,02-26 05:00,90,Oil Products Tanker
2019-11-27 11:16:06,355902000,1.19080,105.02607,126.4,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:16:06,525888888,1.05449,104.21070,345.1,0.1,511,8,9744972,BERKAT ANUGERAH 05,YBFP,80,70,5,7,7,2.2,TG UBAN,11-27 11:00,75,Oil Products Tanker
2019-11-27 11:16:06,525100992,1.04028,104.21237,173.3,0.0,511,0,0,MT NOER POPPY,YCCR2,80,70,15,7,6,6.0,TG.UBAN,11-23 18:30,85,#N/A
2019-11-27 11:16:07,563055800,1.53523,104.50991,126.0,0.0,46,1,9181754,CHERRY,9V9535,70,136,26,6,20,6.0,SGSIN,11-05 00:00,162,Container Ship
2019-11-27 11:16:07,538005592,1.32081,104.33616,229.7,7.8,232,0,9308417,JEJU ISLAND,V7JM2,79,205,17,15,15,9.0,SG PEBGA,11-27 14:00,222,Container Ship
2019-11-27 11:16:07,477712400,1.41917,104.48698,50.1,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:16:07,466543000,1.47075,104.71570,270.2,15.5,271,0,9323027,MAJD,A7HR,70,178,69,10,22,8.2,MYTPP,11-27 17:00,247,Container Ship
2019-11-27 11:16:08,564391000,1.27900,104.13917,262.0,9.7,262,0,9153070,ALS SUMIRE,9V2582,70,134,30,7,19,7.7,SG SIN PEBG A,11-27 21:30,164,Container Ship
2019-11-27 11:16:08,563783000,1.30183,104.10771,182.8,5.6,179,0,9212515,PAC BANDA,9VBT,70,15,75,12,8,4.6,EBGA,11-27 22:00,90,Container Ship
2019-11-27 11:16:09,566886000,1.55183,104.56428,209.0,17.6,210,0,9457658,WAN HAI 516,9V7582,70,197,62,26,11,12.8,PKG,11-00 00:11,259,Container Ship
2019-11-27 11:16:10,533036600,1.34537,104.09107,14.1,0.0,129,1,9548160,JM SUTERA 6,9MIN6,80,106,25,8,10,4.4,JOHOR _PA,11-25 22:00,131,Oil Products Tanker
2019-11-27 11:16:10,319118900,1.28206,104.31127,81.0,14.0,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:16:11,563546000,1.30808,104.06829,0.0,0.0,511,0,9087128,MARINE PRESTIGE,S6HA,80,37,16,5,4,0.0,,00-00 24:60,53,Oil Products Tanker
2019-11-27 11:16:11,525008016,1.09557,104.18581,251.9,0.1,144,8,7900170,MT PUNGUT,YDXY,80,117,32,13,13,5.3,UBAN,11-26 10:00,149,Oil Products Tanker
2019-11-27 11:16:11,525019521,1.09982,104.18062,205.0,0.0,118,1,9349124,SINAR AGRA,PNJK,82,88,29,3,17,6.8,CILACAP,11-23 17:25,117,Chemical/Oil Products Tanker
2019-11-27 11:16:11,356426000,1.11123,104.88469,312.0,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:16:11,416462000,1.30832,104.05958,282.0,0.0,207,0,9304942,CHINA STEEL REALIST,BMER,70,260,40,20,30,9.7,PJSB,11-27 08:15,300,Bulk Carrier
2019-11-27 11:16:12,355902000,1.19053,105.02641,127.2,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:16:12,256728000,1.36686,104.63703,127.3,11.9,126,0,9670119,HARIS,9HA3991,70,168,17,6,24,9.8,JAKARTA,11-30 00:01,185,Container Ship
2019-11-27 11:16:13,533001350,1.32442,104.22802,346.4,0.3,71,0,9115573,STRAITS 3,9MPN8,80,61,14,3,9,4.2,PASIR GUDANG,11-21 05:00,75,Bunkering Tanker
2019-11-27 11:16:13,525013031,0.96785,104.21875,145.6,4.8,136,0,9055498,TANTO SUBUR I,JZGM,70,95,18,16,3,6.5,BATAM,12-29 15:00,113,Container Ship
2019-11-27 11:16:13,636091595,1.50570,104.82432,178.0,0.1,88,1,9348687,CHICAGO,A8PS5,70,207,87,17,15,6.3,PEBGA,11-28 21:30,294,Container Ship
2019-11-27 11:16:13,477712400,1.41949,104.48737,50.2,18.2,51,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:16:13,351663000,1.37172,104.47098,68.9,13.4,70,0,9163441,KANWAY GALAXY,3FUH7,70,150,43,20,8,8.0,ID_SRG,11-29 14:00,193,Container Ship
2019-11-27 11:16:14,563027990,1.29925,104.09292,316.4,0.2,511,0,9692533,STAR 2,9V2693,80,37,8,5,6,3.2,AEPB,11-25 11:00,45,Bunkering Tanker
2019-11-27 11:16:15,566886000,1.55142,104.56403,209.0,17.6,210,0,9457658,WAN HAI 516,9V7582,70,197,62,26,11,12.8,PKG,11-00 00:11,259,Container Ship
2019-11-27 11:16:15,255805675,1.30875,104.31715,244.8,12.2,250,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:16:16,533000330,1.33633,104.09288,54.0,0.0,106,0,9380025,NAUTICA JOHOR BAHRU,9MFE6,80,81,4,5,12,4.9,JOHOR ANCHORAGE,11-26 19:00,85,Oil Products Tanker
2019-11-27 11:16:16,533001080,1.31909,104.22551,337.6,0.0,511,1,9003873,RAMAI SUTERA,9MIE9.,80,47,0,0,0,5.5,,09-04 00:00,47,Chemical Tanker
2019-11-27 11:16:16,356426000,1.11150,104.88433,311.9,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:16:16,525888888,1.05449,104.21069,345.1,0.0,511,8,9744972,BERKAT ANUGERAH 05,YBFP,80,70,5,7,7,2.2,TG UBAN,11-27 11:00,75,Oil Products Tanker
2019-11-27 11:16:17,232011742,1.29297,104.09412,264.2,7.4,264,0,9739525,BERGE LOGAN,MBZU9,70,280,47,36,21,12.1,SG-PEJSB,11-27 11:00,327,Bulk Carrier
2019-11-27 11:16:17,405000249,1.25745,104.22353,84.0,12.3,80,0,9217682,ZAHAB JAHAN,S2AO2,70,160,30,20,11,7.0,TANJUNG KAMPEH,11-28 18:00,190,Bulk Carrier
2019-11-27 11:16:17,533170354,1.33552,104.10318,305.8,0.1,58,0,9066186,SHIMA MARU       .,9WRZ2,80,70,20,2,11,5.5,,02-26 05:00,90,Oil Products Tanker
2019-11-27 11:16:17,355902000,1.19033,105.02670,126.1,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:16:17,538005592,1.32057,104.33588,230.5,7.8,232,0,9308417,JEJU ISLAND,V7JM2,79,205,17,15,15,9.0,SG PEBGA,11-27 14:00,222,Container Ship
2019-11-27 11:16:19,466543000,1.47076,104.71484,271.2,15.5,271,0,9323027,MAJD,A7HR,70,178,69,10,22,8.2,MYTPP,11-27 17:00,247,Container Ship
2019-11-27 11:16:20,533001080,1.31910,104.22550,333.2,0.2,511,1,9003873,RAMAI SUTERA,9MIE9.,80,47,0,0,0,5.5,,09-04 00:00,47,Chemical Tanker
2019-11-27 11:16:20,373727000,1.57445,104.57943,200.0,12.1,200,0,9324124,HL BALTIMORE,H8PX,70,252,37,27,18,8.5,SGSIN,11-28 07:00,289,Bulk Carrier
2019-11-27 11:16:21,566886000,1.55098,104.56378,209.0,17.6,210,0,9457658,WAN HAI 516,9V7582,70,197,62,26,11,12.8,PKG,11-00 00:11,259,Container Ship
2019-11-27 11:16:21,525008016,1.09557,104.18581,271.1,0.0,144,8,7900170,MT PUNGUT,YDXY,80,117,32,13,13,5.3,UBAN,11-26 10:00,149,Oil Products Tanker
2019-11-27 11:16:21,319118900,1.28217,104.31198,81.4,14.0,81,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:16:21,256728000,1.36652,104.63747,127.3,11.9,126,0,9670119,HARIS,9HA3991,70,168,17,6,24,9.8,JAKARTA,11-30 00:01,185,Container Ship
2019-11-27 11:16:21,416462000,1.30832,104.05958,280.0,0.0,207,0,9304942,CHINA STEEL REALIST,BMER,70,260,40,20,30,9.7,PJSB,11-27 08:15,300,Bulk Carrier
2019-11-27 11:16:22,353603000,1.26810,104.07322,260.0,7.7,262,0,9472749,EASTERN QUEST,3FUP3,82,92,22,14,4,6.1,SG SIN(PGBG),11-28 13:30,114,Chemical/Oil Products Tanker
2019-11-27 11:16:22,533130542,1.32368,104.22438,0.0,0.0,511,0,0,ESCOLAR,9MWI8,80,37,11,5,3,0.0,,,48,#N/A
2019-11-27 11:16:22,356426000,1.11175,104.88411,311.8,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:16:23,533001350,1.32443,104.22802,334.7,0.3,71,0,9115573,STRAITS 3,9MPN8,80,61,14,3,9,4.2,PASIR GUDANG,11-21 05:00,75,Bunkering Tanker
2019-11-27 11:16:23,355902000,1.19007,105.02704,127.4,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:16:23,356565000,1.27347,104.09272,261.0,10.3,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:16:23,351663000,1.37193,104.47157,68.9,13.4,70,0,9163441,KANWAY GALAXY,3FUH7,70,150,43,20,8,8.0,ID_SRG,11-29 14:00,193,Container Ship
2019-11-27 11:16:24,563027990,1.29926,104.09292,319.2,0.2,511,0,9692533,STAR 2,9V2693,80,37,8,5,6,3.2,AEPB,11-25 11:00,45,Bunkering Tanker
2019-11-27 11:16:25,477712400,1.42014,104.48815,50.5,18.2,51,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:16:25,525888888,1.05448,104.21069,345.1,0.1,511,8,9744972,BERKAT ANUGERAH 05,YBFP,80,70,5,7,7,2.2,TG UBAN,11-27 11:00,75,Oil Products Tanker
2019-11-27 11:16:25,466543000,1.47076,104.71441,270.2,15.5,271,0,9323027,MAJD,A7HR,70,178,69,10,22,8.2,MYTPP,11-27 17:00,247,Container Ship
2019-11-27 11:16:26,405000249,1.25750,104.22400,83.0,12.3,80,0,9217682,ZAHAB JAHAN,S2AO2,70,160,30,20,11,7.0,TANJUNG KAMPEH,11-28 18:00,190,Bulk Carrier
2019-11-27 11:16:26,533000330,1.33635,104.09288,54.0,0.0,106,0,9380025,NAUTICA JOHOR BAHRU,9MFE6,80,81,4,5,12,4.9,JOHOR ANCHORAGE,11-26 19:00,85,Oil Products Tanker
2019-11-27 11:16:26,533170354,1.33552,104.10318,301.0,0.0,58,0,9066186,SHIMA MARU       .,9WRZ2,80,70,20,2,11,5.5,,02-26 05:00,90,Oil Products Tanker
2019-11-27 11:16:26,538005592,1.32036,104.33563,230.5,7.8,232,0,9308417,JEJU ISLAND,V7JM2,79,205,17,15,15,9.0,SG PEBGA,11-27 14:00,222,Container Ship
2019-11-27 11:16:26,255805675,1.30853,104.31664,246.3,12.2,251,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:16:27,566886000,1.55055,104.56353,210.0,17.6,210,0,9457658,WAN HAI 516,9V7582,70,197,62,26,11,12.8,PKG,11-00 00:11,259,Container Ship
