DATE TIME (UTC),MMSI,LATITUDE,LONGITUDE,COURSE,SPEED,HEADING,NAVSTAT,IMO,NAME,CALLSIGN,AISTYPE,A,B,C,D,DRAUGHT,DESTINATION,ETA,LOA,TYPENAME
2019-11-27 11:14:48,533000711,1.32425,104.16593,124.9,0.1,84,5,9396880,JM SUTERA 5,9MFL5,89,85,21,6,13,6.2,PENGERANG BERTH 601,11-26 20:00,106,Oil Products Tanker
2019-11-27 11:14:48,355902000,1.19414,105.02157,125.9,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:14:49,477712400,1.41491,104.48195,49.9,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:14:50,525008016,1.09557,104.18582,243.1,0.1,144,8,7900170,MT PUNGUT,YDXY,80,117,32,13,13,5.3,UBAN,11-26 10:00,149,Oil Products Tanker
2019-11-27 11:14:51,533130542,1.32370,104.22437,0.0,0.2,511,0,0,ESCOLAR,9MWI8,80,37,11,5,3,0.0,,,48,#N/A
2019-11-27 11:14:51,636017493,1.27783,104.16835,261.3,13.4,262,0,9737709,NAUTICAL ANNE,D5LF8,70,173,26,9,23,10.5,SUEZ CANAL,12-13 04:00,199,Bulk Carrier
2019-11-27 11:14:51,416462000,1.30830,104.05960,275.0,0.0,208,0,9304942,CHINA STEEL REALIST,BMER,70,260,40,20,30,9.7,PJSB,11-27 08:15,300,Bulk Carrier
2019-11-27 11:14:52,566886000,1.55745,104.56748,210.0,17.5,210,0,9457658,WAN HAI 516,9V7582,70,197,62,26,11,12.8,PKG,11-00 00:11,259,Container Ship
2019-11-27 11:14:52,563546000,1.30810,104.06847,0.0,0.0,511,0,9087128,MARINE PRESTIGE,S6HA,80,37,16,5,4,0.0,,00-00 24:60,53,Oil Products Tanker
2019-11-27 11:14:52,319118900,1.28128,104.30630,81.5,14.1,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:14:53,533001350,1.32438,104.22803,3.0,0.4,68,0,9115573,STRAITS 3,9MPN8,80,61,14,3,9,4.2,PASIR GUDANG,11-21 05:00,75,Bunkering Tanker
2019-11-27 11:14:53,356565000,1.27408,104.09708,262.0,10.3,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:14:53,356426000,1.10751,104.88879,312.0,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:14:53,563027990,1.29920,104.09297,321.0,0.2,511,0,9692533,STAR 2,9V2693,80,37,8,5,6,3.2,AEPB,11-25 11:00,45,Bunkering Tanker
2019-11-27 11:14:54,355902000,1.19384,105.02197,126.8,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:14:54,477712400,1.41518,104.48227,49.8,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:14:54,255805675,1.31075,104.32132,232.7,12.5,235,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:14:55,533170482,1.41697,104.47273,51.0,14.8,52,0,9238870,DANUM 168,9WSY9,72,134,20,12,13,8.4,MY BTU,11-29 10:00,154,Container Ship
2019-11-27 11:14:55,466543000,1.47076,104.72087,269.3,15.5,270,0,9323027,MAJD,A7HR,70,178,69,10,22,8.2,MYTPP,11-27 17:00,247,Container Ship
2019-11-27 11:14:56,525888888,1.05451,104.21070,345.1,0.1,511,8,9744972,BERKAT ANUGERAH 05,YBFP,80,70,5,7,7,2.2,TG UBAN,11-27 11:00,75,Oil Products Tanker
2019-11-27 11:14:57,566886000,1.55708,104.56728,210.0,17.5,210,0,9457658,WAN HAI 516,9V7582,70,197,62,26,11,12.8,PKG,11-00 00:11,259,Container Ship
2019-11-27 11:14:57,405000249,1.25695,104.21897,83.0,12.4,80,0,9217682,ZAHAB JAHAN,S2AO2,70,160,30,20,11,7.0,TANJUNG KAMPEH,11-28 18:00,190,Bulk Carrier
2019-11-27 11:14:57,533170354,1.33550,104.10316,312.2,0.1,57,0,9066186,SHIMA MARU       .,9WRZ2,80,70,20,2,11,5.5,,02-26 05:00,90,Oil Products Tanker
2019-11-27 11:14:57,538005592,1.32254,104.33808,226.3,7.9,230,0,9308417,JEJU ISLAND,V7JM2,79,205,17,15,15,9.0,SG PEBGA,11-27 14:00,222,Container Ship
2019-11-27 11:14:58,440198000,1.33664,104.10925,0.8,0.1,139,1,9347475,DL BEGONIA,DSOR8,81,75,22,12,4,4.3,MY PGU,11-25 18:00,97,LPG Tanker
2019-11-27 11:14:58,533000330,1.33633,104.09287,54.0,0.0,106,0,9380025,NAUTICA JOHOR BAHRU,9MFE6,80,81,4,5,12,4.9,JOHOR ANCHORAGE,11-26 19:00,85,Oil Products Tanker
2019-11-27 11:14:58,319118900,1.28133,104.30661,81.7,14.1,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:14:58,356426000,1.10779,104.88847,311.9,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:15:00,355902000,1.19358,105.02230,126.4,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:15:00,477712400,1.41551,104.48266,49.9,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:15:03,356565000,1.27403,104.09670,261.0,10.3,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:15:03,256728000,1.36928,104.63404,130.2,11.8,128,0,9670119,HARIS,9HA3991,70,168,17,6,24,9.8,JAKARTA,11-30 00:01,185,Container Ship
2019-11-27 11:15:03,525200750,1.03749,104.13443,360.0,0.0,511,15,0,MT RIZKI BAROKAH,YCD12,80,60,6,5,6,0.0,,,66,#N/A
2019-11-27 11:15:03,376307000,1.34310,104.40608,53.2,12.5,52,0,9132703,WEST SCENT,J8B5348,70,118,28,20,5,8.5,HUMEN,12-02 18:00,146,Container Ship
2019-11-27 11:15:04,533001350,1.32438,104.22803,6.2,0.1,69,0,9115573,STRAITS 3,9MPN8,80,61,14,3,9,4.2,PASIR GUDANG,11-21 05:00,75,Bunkering Tanker
2019-11-27 11:15:04,533170482,1.41735,104.47322,51.0,14.8,52,0,9238870,DANUM 168,9WSY9,72,134,20,12,13,8.4,MY BTU,11-29 10:00,154,Container Ship
2019-11-27 11:15:04,319118900,1.28140,104.30706,81.8,14.1,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:15:04,356565000,1.27403,104.09670,261.0,10.3,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:15:04,356426000,1.10803,104.88821,312.0,15.3,314,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:15:04,416462000,1.30830,104.05960,264.0,0.0,208,0,9304942,CHINA STEEL REALIST,BMER,70,260,40,20,30,9.7,PJSB,11-27 08:15,300,Bulk Carrier
2019-11-27 11:15:06,405000249,1.25702,104.21948,83.0,12.4,80,0,9217682,ZAHAB JAHAN,S2AO2,70,160,30,20,11,7.0,TANJUNG KAMPEH,11-28 18:00,190,Bulk Carrier
2019-11-27 11:15:06,533000330,1.33633,104.09288,54.0,0.0,106,0,9380025,NAUTICA JOHOR BAHRU,9MFE6,80,81,4,5,12,4.9,JOHOR ANCHORAGE,11-26 19:00,85,Oil Products Tanker
2019-11-27 11:15:06,533170354,1.33550,104.10316,309.3,0.2,57,0,9066186,SHIMA MARU       .,9WRZ2,80,70,20,2,11,5.5,,02-26 05:00,90,Oil Products Tanker
2019-11-27 11:15:06,355902000,1.19342,105.02253,127.1,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:15:06,563027990,1.29919,104.09295,324.7,0.2,511,0,9692533,STAR 2,9V2693,80,37,8,5,6,3.2,AEPB,11-25 11:00,45,Bunkering Tanker
2019-11-27 11:15:07,533000075,1.32885,104.25659,0.0,0.1,511,0,8807246,TEGUH 9,9MYR7,80,56,12,3,12,0.0,,08-19 19:20,68,Oil Products Tanker
2019-11-27 11:15:07,538005592,1.32227,104.33782,225.6,7.9,230,0,9308417,JEJU ISLAND,V7JM2,79,205,17,15,15,9.0,SG PEBGA,11-27 14:00,222,Container Ship
2019-11-27 11:15:07,477712400,1.41589,104.48311,49.9,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:15:07,525888888,1.05451,104.21070,345.1,0.1,511,8,9744972,BERKAT ANUGERAH 05,YBFP,80,70,5,7,7,2.2,TG UBAN,11-27 11:00,75,Oil Products Tanker
2019-11-27 11:15:08,563625000,1.31893,104.11293,337.0,0.3,50,1,9296286,KOTA RAJIN,S6BH6,70,123,23,18,4,5.0,PASIR GUDANG,11-27 18:30,146,Container Ship
2019-11-27 11:15:09,232011742,1.29321,104.09656,263.4,7.6,264,0,9739525,BERGE LOGAN,MBZU9,70,280,47,36,21,12.1,SG-PEJSB,11-27 11:00,327,Bulk Carrier
2019-11-27 11:15:09,255805675,1.31032,104.32057,232.0,12.3,240,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:10,566886000,1.55615,104.56673,210.0,17.5,210,0,9457658,WAN HAI 516,9V7582,70,197,62,26,11,12.8,PKG,11-00 00:11,259,Container Ship
2019-11-27 11:15:10,319118900,1.28146,104.30746,81.8,14.1,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:15:10,563783000,1.30340,104.10777,182.4,5.5,179,0,9212515,PAC BANDA,9VBT,70,15,75,12,8,4.6,EBGA,11-27 22:00,90,Container Ship
2019-11-27 11:15:11,525008016,1.09557,104.18582,244.9,0.1,144,8,7900170,MT PUNGUT,YDXY,80,117,32,13,13,5.3,UBAN,11-26 10:00,149,Oil Products Tanker
2019-11-27 11:15:11,376307000,1.34341,104.40650,52.9,12.5,51,0,9132703,WEST SCENT,J8B5348,70,118,28,20,5,8.5,HUMEN,12-02 18:00,146,Container Ship
2019-11-27 11:15:12,636017493,1.27764,104.16712,261.3,13.4,262,0,9737709,NAUTICAL ANNE,D5LF8,70,173,26,9,23,10.5,SUEZ CANAL,12-13 04:00,199,Bulk Carrier
2019-11-27 11:15:12,355902000,1.19309,105.02298,126.3,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:15:12,256728000,1.36893,104.63446,129.9,11.8,128,0,9670119,HARIS,9HA3991,70,168,17,6,24,9.8,JAKARTA,11-30 00:01,185,Container Ship
2019-11-27 11:15:12,255805675,1.31023,104.32037,233.0,12.3,241,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:12,416462000,1.30830,104.05960,274.0,0.0,208,0,9304942,CHINA STEEL REALIST,BMER,70,260,40,20,30,9.7,PJSB,11-27 08:15,300,Bulk Carrier
2019-11-27 11:15:12,574383000,1.51600,104.55673,222.0,10.5,220,2,9404156,PETROLIMEX12,3WWL,80,102,27,10,10,6.3,EPBGC,11-27 20:00,129,Chemical/Oil Products Tanker
2019-11-27 11:15:13,563546000,1.30812,104.06840,0.0,0.0,511,0,9087128,MARINE PRESTIGE,S6HA,80,37,16,5,4,0.0,,00-00 24:60,53,Oil Products Tanker
2019-11-27 11:15:13,533001350,1.32439,104.22803,2.2,0.3,69,0,9115573,STRAITS 3,9MPN8,80,61,14,3,9,4.2,PASIR GUDANG,11-21 05:00,75,Bunkering Tanker
2019-11-27 11:15:13,477712400,1.41622,104.48350,49.8,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:15:14,353603000,1.26840,104.07557,261.0,7.7,263,0,9472749,EASTERN QUEST,3FUP3,82,92,22,14,4,6.1,SG SIN(PGBG),11-28 13:30,114,Chemical/Oil Products Tanker
2019-11-27 11:15:15,566886000,1.55580,104.56653,210.0,17.5,210,0,9457658,WAN HAI 516,9V7582,70,197,62,26,11,12.8,PKG,11-00 00:11,259,Container Ship
2019-11-27 11:15:15,525888888,1.05451,104.21070,345.1,0.1,511,8,9744972,BERKAT ANUGERAH 05,YBFP,80,70,5,7,7,2.2,TG UBAN,11-27 11:00,75,Oil Products Tanker
2019-11-27 11:15:15,563027990,1.29920,104.09295,325.5,0.2,511,0,9692533,STAR 2,9V2693,80,37,8,5,6,3.2,AEPB,11-25 11:00,45,Bunkering Tanker
2019-11-27 11:15:16,373607000,1.35999,104.40072,50.8,9.5,53,0,9767015,GLOBAL AMBITION,3ENZ7,70,153,27,19,11,6.8,KALIORANG,12-02 04:00,180,Bulk Carrier
2019-11-27 11:15:16,319118900,1.28151,104.30785,81.7,14.1,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:15:16,538005592,1.32203,104.33754,226.3,7.9,230,0,9308417,JEJU ISLAND,V7JM2,79,205,17,15,15,9.0,SG PEBGA,11-27 14:00,222,Container Ship
2019-11-27 11:15:16,356426000,1.10860,104.88758,312.0,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:15:16,255805675,1.31016,104.32024,233.6,12.3,242,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:17,232011742,1.29317,104.09618,264.2,7.6,264,0,9739525,BERGE LOGAN,MBZU9,70,280,47,36,21,12.1,SG-PEJSB,11-27 11:00,327,Bulk Carrier
2019-11-27 11:15:17,533000075,1.32885,104.25659,0.0,0.1,511,0,8807246,TEGUH 9,9MYR7,80,56,12,3,12,0.0,,08-19 19:20,68,Oil Products Tanker
2019-11-27 11:15:17,405000249,1.25707,104.22000,83.0,12.4,80,0,9217682,ZAHAB JAHAN,S2AO2,70,160,30,20,11,7.0,TANJUNG KAMPEH,11-28 18:00,190,Bulk Carrier
2019-11-27 11:15:17,533170354,1.33550,104.10316,304.8,0.2,57,0,9066186,SHIMA MARU       .,9WRZ2,80,70,20,2,11,5.5,,02-26 05:00,90,Oil Products Tanker
2019-11-27 11:15:17,355902000,1.19288,105.02326,126.0,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:15:19,255805675,1.31006,104.32002,234.0,12.2,243,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:20,566842000,1.31834,104.07429,271.4,0.2,173,5,9680279,HUMBER,9V2030,80,73,17,3,13,5.6,ACGP,11-27 11:00,90,Oil Products Tanker
2019-11-27 11:15:21,256728000,1.36858,104.63488,129.6,11.8,127,0,9670119,HARIS,9HA3991,70,168,17,6,24,9.8,JAKARTA,11-30 00:01,185,Container Ship
2019-11-27 11:15:21,416462000,1.30830,104.05960,275.0,0.0,207,0,9304942,CHINA STEEL REALIST,BMER,70,260,40,20,30,9.7,PJSB,11-27 08:15,300,Bulk Carrier
2019-11-27 11:15:22,356565000,1.27387,104.09557,261.0,10.3,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:15:22,356426000,1.10889,104.88726,312.0,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:15:22,255805675,1.30996,104.31986,234.5,12.2,244,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:23,564029000,1.25300,104.10257,82.1,13.8,82,0,9112686,CHANA BHUM,9VMM,90,134,13,12,12,5.2,THSGZ,11-29 10:00,147,Container Ship
2019-11-27 11:15:23,356565000,1.27387,104.09557,261.0,10.3,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:15:24,533001350,1.32440,104.22803,358.0,0.3,70,0,9115573,STRAITS 3,9MPN8,80,61,14,3,9,4.2,PASIR GUDANG,11-21 05:00,75,Bunkering Tanker
2019-11-27 11:15:24,355902000,1.19265,105.02356,126.7,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:15:24,563027990,1.29923,104.09294,318.6,0.2,511,0,9692533,STAR 2,9V2693,80,37,8,5,6,3.2,AEPB,11-25 11:00,45,Bunkering Tanker
2019-11-27 11:15:25,477712400,1.41683,104.48421,49.9,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:15:25,525888888,1.05451,104.21070,345.1,0.1,511,8,9744972,BERKAT ANUGERAH 05,YBFP,80,70,5,7,7,2.2,TG UBAN,11-27 11:00,75,Oil Products Tanker
2019-11-27 11:15:25,466543000,1.47073,104.71872,269.2,15.5,271,0,9323027,MAJD,A7HR,70,178,69,10,22,8.2,MYTPP,11-27 17:00,247,Container Ship
2019-11-27 11:15:26,405000249,1.25713,104.22063,83.0,12.4,80,0,9217682,ZAHAB JAHAN,S2AO2,70,160,30,20,11,7.0,TANJUNG KAMPEH,11-28 18:00,190,Bulk Carrier
2019-11-27 11:15:26,533170354,1.33550,104.10316,308.0,0.2,57,0,9066186,SHIMA MARU       .,9WRZ2,80,70,20,2,11,5.5,,02-26 05:00,90,Oil Products Tanker
2019-11-27 11:15:26,538005592,1.32181,104.33730,227.3,7.9,231,0,9308417,JEJU ISLAND,V7JM2,79,205,17,15,15,9.0,SG PEBGA,11-27 14:00,222,Container Ship
2019-11-27 11:15:26,255805675,1.30989,104.31972,236.4,12.2,244,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:27,232011742,1.29314,104.09583,264.5,7.6,263,0,9739525,BERGE LOGAN,MBZU9,70,280,47,36,21,12.1,SG-PEJSB,11-27 11:00,327,Bulk Carrier
2019-11-27 11:15:27,533000330,1.33633,104.09288,54.0,0.0,106,0,9380025,NAUTICA JOHOR BAHRU,9MFE6,80,81,4,5,12,4.9,JOHOR ANCHORAGE,11-26 19:00,85,Oil Products Tanker
2019-11-27 11:15:27,533000075,1.32885,104.25659,0.0,0.1,511,0,8807246,TEGUH 9,9MYR7,80,56,12,3,12,0.0,,08-19 19:20,68,Oil Products Tanker
2019-11-27 11:15:28,319118900,1.28162,104.30863,81.6,14.1,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:15:28,563783000,1.30286,104.10776,182.8,5.5,179,0,9212515,PAC BANDA,9VBT,70,15,75,12,8,4.6,EBGA,11-27 22:00,90,Container Ship
2019-11-27 11:15:28,563783000,1.30286,104.10776,182.8,5.5,179,0,9212515,PAC BANDA,9VBT,70,15,75,12,8,4.6,EBGA,11-27 22:00,90,Container Ship
2019-11-27 11:15:28,255805675,1.30981,104.31955,236.9,12.2,244,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:29,355902000,1.19240,105.02391,126.1,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:15:29,356426000,1.10922,104.88690,312.0,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:15:30,525008016,1.09557,104.18581,246.8,0.0,144,8,7900170,MT PUNGUT,YDXY,80,117,32,13,13,5.3,UBAN,11-26 10:00,149,Oil Products Tanker
2019-11-27 11:15:30,466543000,1.47073,104.71829,269.9,15.5,271,0,9323027,MAJD,A7HR,70,178,69,10,22,8.2,MYTPP,11-27 17:00,247,Container Ship
2019-11-27 11:15:31,353603000,1.26832,104.07495,262.0,7.7,263,0,9472749,EASTERN QUEST,3FUP3,82,92,22,14,4,6.1,SG SIN(PGBG),11-28 13:30,114,Chemical/Oil Products Tanker
2019-11-27 11:15:31,563546000,1.30814,104.06835,282.9,0.4,511,0,9087128,MARINE PRESTIGE,S6HA,80,37,16,5,4,0.0,,00-00 24:60,53,Oil Products Tanker
2019-11-27 11:15:31,613003554,1.35842,104.33645,286.0,0.3,33,1,9250141,NEW ORION,TJMC13,70,160,32,16,16,11.2,CN JIA,12-12 01:00,192,Bulk Carrier
2019-11-27 11:15:31,256728000,1.36823,104.63531,129.8,11.9,127,0,9670119,HARIS,9HA3991,70,168,17,6,24,9.8,JAKARTA,11-30 00:01,185,Container Ship
2019-11-27 11:15:31,477712400,1.41715,104.48460,50.0,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:15:31,416462000,1.30830,104.05960,273.0,0.0,207,0,9304942,CHINA STEEL REALIST,BMER,70,260,40,20,30,9.7,PJSB,11-27 08:15,300,Bulk Carrier
2019-11-27 11:15:31,416462000,1.30830,104.05960,273.0,0.0,207,0,9304942,CHINA STEEL REALIST,BMER,70,260,40,20,30,9.7,PJSB,11-27 08:15,300,Bulk Carrier
2019-11-27 11:15:32,356565000,1.27382,104.09518,261.0,10.3,262,0,9444261,MOL PREMIUM,3EOJ7,70,220,73,28,12,13.7,SINGAPORE PEBGA,11-27 12:00,293,Container Ship
2019-11-27 11:15:32,525200750,1.03747,104.13441,360.0,0.0,511,15,0,MT RIZKI BAROKAH,YCD12,80,60,6,5,6,0.0,,,66,#N/A
2019-11-27 11:15:33,525008100,1.08709,104.15830,284.3,0.1,511,1,9601699,MT MUSI,POKU,80,80,10,7,7,5.0,KABIL,11-14 12:00,90,Oil Products Tanker
2019-11-27 11:15:33,574383000,1.51528,104.55605,222.0,10.6,220,2,9404156,PETROLIMEX12,3WWL,80,102,27,10,10,6.3,EPBGC,11-27 20:00,129,Chemical/Oil Products Tanker
2019-11-27 11:15:33,351663000,1.37081,104.46867,69.1,13.4,70,0,9163441,KANWAY GALAXY,3FUH7,70,150,43,20,8,8.0,ID_SRG,11-29 14:00,193,Container Ship
2019-11-27 11:15:35,533170482,1.41872,104.47495,51.0,14.8,52,0,9238870,DANUM 168,9WSY9,72,134,20,12,13,8.4,MY BTU,11-29 10:00,154,Container Ship
2019-11-27 11:15:35,355902000,1.19218,105.02419,127.2,15.4,127,0,9202223,UNI-PREMIER,H3YG,73,141,41,13,15,8.6,MY TPP>ID SUB,11-30 02:00,182,Container Ship
2019-11-27 11:15:35,319118900,1.28167,104.30902,81.4,14.1,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
2019-11-27 11:15:35,356426000,1.10951,104.88658,312.0,15.3,313,0,9160401,LADY OF LUCK,3EYW5,79,0,0,0,0,10.5,SIN PEBGA,11-27 17:00,0,Container Ship
2019-11-27 11:15:35,255805675,1.30964,104.31922,238.9,12.3,245,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:36,533170354,1.33550,104.10317,308.9,0.0,57,0,9066186,SHIMA MARU       .,9WRZ2,80,70,20,2,11,5.5,,02-26 05:00,90,Oil Products Tanker
2019-11-27 11:15:36,477712400,1.41743,104.48492,49.9,18.2,50,0,9695121,CSCL GLOBE,VRNU2,71,159,241,36,24,12.6,QING DAO,12-02 18:00,400,Container Ship
2019-11-27 11:15:36,525888888,1.05450,104.21070,345.1,0.0,511,8,9744972,BERKAT ANUGERAH 05,YBFP,80,70,5,7,7,2.2,TG UBAN,11-27 11:00,75,Oil Products Tanker
2019-11-27 11:15:37,533000330,1.33633,104.09288,54.0,0.0,106,0,9380025,NAUTICA JOHOR BAHRU,9MFE6,80,81,4,5,12,4.9,JOHOR ANCHORAGE,11-26 19:00,85,Oil Products Tanker
2019-11-27 11:15:37,525018505,1.09220,104.17547,112.1,0.2,26,1,9034717,LPG/C SALMON MUSTAFA,YBBU2,84,130,30,7,19,7.0,T.UBAN,07-07 03:00,160,LPG Tanker
2019-11-27 11:15:37,357493000,1.70210,104.62888,196.7,13.4,196,0,9168855,EVER URANUS,3FCA9,74,211,74,30,10,12.6,CN SHK >MY TPP,11-27 18:00,285,Container Ship
2019-11-27 11:15:37,525100992,1.04029,104.21238,149.5,0.0,511,0,0,MT NOER POPPY,YCCR2,80,70,15,7,6,6.0,TG.UBAN,11-23 18:30,85,#N/A
2019-11-27 11:15:37,466543000,1.47073,104.71786,269.4,15.5,271,0,9323027,MAJD,A7HR,70,178,69,10,22,8.2,MYTPP,11-27 17:00,247,Container Ship
2019-11-27 11:15:38,405000249,1.25720,104.22113,83.0,12.4,80,0,9217682,ZAHAB JAHAN,S2AO2,70,160,30,20,11,7.0,TANJUNG KAMPEH,11-28 18:00,190,Bulk Carrier
2019-11-27 11:15:38,533000075,1.32885,104.25659,0.0,0.0,511,0,8807246,TEGUH 9,9MYR7,80,56,12,3,12,0.0,,08-19 19:20,68,Oil Products Tanker
2019-11-27 11:15:38,564391000,1.27917,104.14050,263.0,10.1,262,0,9153070,ALS SUMIRE,9V2582,70,134,30,7,19,7.7,SG SIN PEBG A,11-27 21:30,164,Container Ship
2019-11-27 11:15:38,538005592,1.32149,104.33695,228.1,7.9,231,0,9308417,JEJU ISLAND,V7JM2,79,205,17,15,15,9.0,SG PEBGA,11-27 14:00,222,Container Ship
2019-11-27 11:15:39,255805675,1.30954,104.31902,240.3,12.3,246,0,9248148,LISBON,CQGZ,71,13,264,20,20,8.0,THLCH>MYTPP,11-27 16:00,277,Container Ship
2019-11-27 11:15:40,319118900,1.28174,104.30940,81.3,14.0,80,0,9781114,STOLT SATSUKI,ZGGU2,82,106,21,20,0,6.0,HIGH SEA,11-29 06:00,127,Chemical/Oil Products Tanker
