target_number,lon,lat,xpixel,ypixel,detecttime,inc_ang,reliability,nr_pixels,length,width,size_class,heading_range,heading_north,lwh_reliability,manual_add,noise,significance,threshold_tile,max_value,false_alarm_cause
390,104.27046,1.307574,2409.0,3918.0,2019-11-27 11:17:22.519,32.137,0,45,104.0,43.0,M,0.0,119.0,false,false,0,"0.0,0.0,11.712,11.656","0.0,0.0,109.885,377.924","0,0,358,1119",
391,104.25449,1.30931,2239.0,3972.0,2019-11-27 11:17:22.519,32.037,0,66,125.0,51.0,L,0.0,123.0,false,false,0,"0.0,0.0,11.572,49.957","0.0,0.0,109.845,365.593","0,0,355,4038",
392,104.259766,1.309984,2298.0,3967.0,2019-11-27 11:17:22.519,32.071,0,22,62.0,32.0,S,0.0,5.0,false,false,0,"0.0,0.0,4.667,4.953","0.0,0.0,109.623,372.859","0,0,168,528",
393,104.260834,1.307505,2304.0,3939.0,2019-11-27 11:17:22.519,32.075,0,35,71.0,45.0,M,0.0,91.0,false,false,0,"0.0,0.0,11.672,9.235","0.0,0.0,109.292,371.096","0,0,357,883",
394,104.254118,1.306253,2228.0,3941.0,2019-11-27 11:17:22.519,32.03,0,63,127.0,49.0,L,0.0,94.0,false,false,0,"0.0,0.0,15.858,24.578","0.0,0.0,109.576,364.584","0,0,469,2057",
395,104.266441,1.308792,2368.0,3940.0,2019-11-27 11:17:22.519,32.113,0,80,127.0,61.0,L,0.0,167.0,false,false,0,"0.0,0.0,23.117,13.942","0.0,0.0,109.784,374.544","0,0,658,1272",
396,104.267214,1.302008,2361.0,3866.0,2019-11-27 11:17:22.519,32.109,0,77,142.0,51.0,L,0.0,103.0,false,false,0,"0.0,0.0,41.671,86.998","0.0,0.0,109.397,373.407","0,0,1158,7373",
397,104.231303,1.293714,1951.0,3859.0,2019-11-27 11:17:22.519,31.867,0,318,351.0,90.0,L,0.0,100.0,false,false,0,"0.0,0.0,21.612,122.024","0.0,0.0,109.178,379.814","0,0,618,10530",
398,104.172242,1.287247,1293.0,3924.0,2019-11-27 11:17:22.519,31.476,0,156,179.0,83.0,L,0.0,96.0,false,false,0,"0.0,0.0,41.154,66.794","0.0,0.0,114.322,367.034","0,0,1195,5511",
399,104.157234,1.279531,1112.0,3876.0,2019-11-27 11:17:22.519,31.368,0,157,233.0,67.0,L,0.0,97.0,false,false,0,"0.0,0.0,29.309,78.304","0.0,0.0,114.583,370.969","0,0,883,6544",
400,104.134722,1.280503,869.0,3938.0,2019-11-27 11:17:22.519,31.223,0,118,176.0,64.0,L,0.0,97.0,false,false,0,"0.0,0.0,33.48,61.39","0.0,0.0,117.841,373.598","0,0,1023,5180",
401,104.088186,1.275173,350.0,3987.0,2019-11-27 11:17:22.519,30.911,0,236,308.0,76.0,L,0.0,97.0,false,false,0,"0.0,0.0,16.967,57.163","0.0,0.0,127.502,422.469","0,0,579,5426",
402,104.083827,1.274062,300.0,3985.0,2019-11-27 11:17:22.519,30.881,3,21,67.0,29.0,S,0.0,17.0,false,false,0,"0.0,0.0,0.417,4.134","0.0,0.0,128.329,428.648","0,0,61,527",AA
403,104.070019,1.2694,139.0,3966.0,2019-11-27 11:17:22.519,30.784,0,76,89.0,80.0,M,0.0,92.0,false,false,0,"0.0,0.0,71.0,147.779","0.0,0.0,129.965,438.851","0,0,2316,14419",
404,104.275728,1.299042,2447.0,3815.0,2019-11-27 11:17:22.519,32.159,0,202,305.0,66.0,L,0.0,103.0,false,false,0,"0.0,0.0,38.361,87.02","0.0,0.0,108.531,374.48","0,0,1065,7409",
405,104.173319,1.261846,1247.0,3652.0,2019-11-27 11:17:22.519,31.449,3,40,233.0,30.0,L,0.0,6.0,false,false,0,"0.0,0.0,1.369,3.434","0.0,0.0,111.025,372.677","0,0,78,397",AA
406,104.111449,1.250805,548.0,3675.0,2019-11-27 11:17:22.519,31.03,0,100,157.0,59.0,L,0.0,101.0,false,false,0,"0.0,0.0,18.956,21.865","0.0,0.0,119.152,385.341","0,0,602,1943",
407,104.408923,1.321143,3948.0,3748.0,2019-11-27 11:17:22.519,33.032,0,184,293.0,70.0,L,0.0,78.0,false,false,0,"0.0,0.0,10.264,7.598","0.0,0.0,105.196,416.953","0,0,305,813",
408,104.641213,1.362025,6571.0,3656.0,2019-11-27 11:17:22.519,34.516,0,318,261.0,121.0,L,0.0,15.0,false,false,0,"0.0,0.0,55.27,51.29","0.0,0.0,95.635,306.982","0,0,1358,3592",
409,104.775167,1.404291,8126.0,3802.0,2019-11-27 11:17:22.519,35.372,0,346,506.0,74.0,L,0.0,16.0,false,false,0,"0.0,0.0,24.389,79.731","0.0,0.0,103.197,296.793","0,0,659,5856",
410,104.961428,1.435237,10225.0,3709.0,2019-11-27 11:17:22.519,36.5,3,14,46.0,26.0,S,0.0,2.0,false,false,0,"0.0,0.0,1.214,3.307","0.0,0.0,79.916,162.033","0,0,53,176",AA
411,105.317472,1.520076,14295.0,3805.0,2019-11-27 11:17:22.519,38.595,0,96,119.0,79.0,M,0.0,11.0,false,false,0,"0.0,0.0,1.766,4.47","0.0,0.0,69.544,184.884","0,0,56,243",
412,105.908288,1.653038,21031.0,3882.0,2019-11-27 11:17:22.519,41.811,0,978,645.0,196.0,L,0.0,111.0,false,false,0,"0.0,0.0,4.324,6.042","0.0,0.0,68.83,291.556","0,0,90,378",
413,105.908992,1.653188,21039.0,3882.0,2019-11-27 11:17:22.519,41.815,0,924,516.0,202.0,L,0.0,112.0,false,false,0,"0.0,0.0,4.427,4.664","0.0,0.0,65.744,262.91","0,0,109,425",
414,105.91466,1.648001,21089.0,3814.0,2019-11-27 11:17:22.519,41.838,0,3,87.0,10.0,M,0.0,166.0,false,false,0,"0.0,0.0,0.185,1.459","0.0,0.0,67.008,268.203","0,0,29,199",
415,106.087994,1.676283,23041.0,3723.0,2019-11-27 11:17:22.519,42.713,0,709,349.0,204.0,L,0.0,137.0,false,false,0,"0.0,0.0,4.477,7.715","0.0,0.0,61.734,187.979","0,0,92,378",
416,106.087787,1.679929,23047.0,3762.0,2019-11-27 11:17:22.519,42.716,0,822,557.0,250.0,L,0.0,144.0,false,false,0,"0.0,0.0,3.864,4.947","0.0,0.0,75.233,279.249","0,0,103,416",
417,106.09424,1.68157,23121.0,3765.0,2019-11-27 11:17:22.519,42.749,0,6,325.0,16.0,L,0.0,159.0,false,false,0,"0.0,0.0,0.56,1.462","0.0,0.0,73.811,227.345","0,0,40,185",
418,106.09431,1.681674,23122.0,3766.0,2019-11-27 11:17:22.519,42.749,0,23,246.0,36.0,L,0.0,156.0,false,false,0,"0.0,0.0,0.954,1.925","0.0,0.0,68.263,194.529","0,0,45,185",
419,106.087983,1.67943,23048.0,3757.0,2019-11-27 11:17:22.519,42.716,0,1363,811.0,232.0,L,0.0,163.0,false,false,0,"0.0,0.0,3.383,4.169","0.0,0.0,75.404,262.225","0,0,103,416",
420,104.415195,1.345218,4071.0,3989.0,2019-11-27 11:17:22.519,33.103,0,35,90.0,36.0,M,0.0,176.0,false,false,0,"0.0,0.0,13.201,3.638","0.0,0.0,108.07,417.099","0,0,393,460",
421,104.4138,1.346183,4058.0,4003.0,2019-11-27 11:17:22.519,33.095,0,86,160.0,53.0,L,0.0,126.0,false,false,0,"0.0,0.0,29.866,19.568","0.0,0.0,108.29,420.158","0,0,833,1889",
422,104.709801,1.402082,7409.0,3926.0,2019-11-27 11:17:22.519,34.98,0,242,274.0,88.0,L,0.0,153.0,false,false,0,"0.0,0.0,34.975,84.215","0.0,0.0,98.121,275.607","0,0,885,5077",
423,104.738111,1.410732,7737.0,3954.0,2019-11-27 11:17:22.519,35.16,0,216,267.0,79.0,L,0.0,144.0,false,false,0,"0.0,0.0,30.077,29.979","0.0,0.0,101.042,261.454","0,0,783,1792",
424,104.776535,1.41315,8161.0,3893.0,2019-11-27 11:17:22.519,35.391,0,60,107.0,53.0,M,0.0,101.0,false,false,0,"0.0,0.0,30.055,29.239","0.0,0.0,104.462,309.724","0,0,824,2197",
425,105.861645,1.654828,20527.0,4007.0,2019-11-27 11:17:22.519,41.581,0,43,149.0,110.0,L,0.0,48.0,false,false,0,"0.0,0.0,1.989,3.377","0.0,0.0,51.678,212.987","0,0,45,231",
426,105.898607,1.658542,20938.0,3963.0,2019-11-27 11:17:22.519,41.769,0,3,124.0,13.0,L,0.0,96.0,false,false,0,"0.0,0.0,0.591,1.746","0.0,0.0,67.585,310.671","0,0,36,247",
427,105.955302,1.675541,21594.0,4015.0,2019-11-27 11:17:22.519,42.067,0,556,325.0,187.0,L,0.0,9.0,false,false,0,"0.0,0.0,2.936,5.241","0.0,0.0,53.311,176.874","0,0,59,275",
428,105.955676,1.67418,21595.0,4000.0,2019-11-27 11:17:22.519,42.067,0,272,565.0,150.0,L,0.0,9.0,false,false,0,"0.0,0.0,2.496,3.428","0.0,0.0,57.983,246.192","0,0,59,275",
429,104.827453,1.442847,8783.0,4093.0,2019-11-27 11:17:22.519,35.729,0,7,24.0,26.0,S,0.0,10.0,false,false,0,"0.0,0.0,1.193,2.596","0.0,0.0,98.481,192.203","0,0,65,175",
430,105.903169,1.671934,21018.0,4095.0,2019-11-27 11:17:22.519,41.806,0,508,368.0,248.0,L,0.0,19.0,false,false,0,"0.0,0.0,2.081,4.141","0.0,0.0,50.248,181.116","0,0,45,256",
431,104.518887,1.370128,5257.0,4019.0,2019-11-27 11:17:22.519,33.779,0,25,74.0,37.0,M,0.0,130.0,false,false,0,"0.0,0.0,6.567,2.059","0.0,0.0,102.586,371.737","0,0,205,283",
432,106.042178,1.682928,22557.0,3897.0,2019-11-27 11:17:22.519,42.499,0,12,53.0,21.0,S,0.0,25.0,false,false,0,"0.0,0.0,3.005,2.821","0.0,0.0,52.572,146.103","0,0,58,136",
433,104.305091,1.365584,2918.0,4455.0,2019-11-27 11:17:22.519,32.435,0,43,139.0,32.0,L,0.0,114.0,false,false,0,"0.0,0.0,3.055,3.11","0.0,0.0,112.196,431.28","0,0,126,435",
434,104.342026,1.366333,3322.0,4379.0,2019-11-27 11:17:22.519,32.67,0,22,57.0,36.0,S,0.0,98.0,false,false,0,"0.0,0.0,10.958,2.653","0.0,0.0,110.045,418.442","0,0,340,379",
435,104.336368,1.360886,3248.0,4334.0,2019-11-27 11:17:22.519,32.627,0,13,65.0,23.0,S,0.0,7.0,false,false,0,"0.0,0.0,4.048,0.855","0.0,0.0,110.19,416.75","0,0,154,213",
436,104.205119,1.329007,1746.0,4293.0,2019-11-27 11:17:22.519,31.746,3,8,81.0,19.0,M,0.0,167.0,false,false,0,"0.0,0.0,2.957,1.815","0.0,0.0,117.541,352.337","0,0,133,277",AA
437,104.190026,1.334902,1595.0,4390.0,2019-11-27 11:17:22.519,31.656,0,8,28.0,22.0,S,0.0,145.0,false,false,0,"0.0,0.0,4.44,0.511","0.0,0.0,133.656,968.302","0,0,200,165",
438,104.190143,1.33258,1591.0,4365.0,2019-11-27 11:17:22.519,31.654,0,12,49.0,24.0,S,0.0,110.0,false,false,0,"0.0,0.0,3.557,3.454","0.0,0.0,131.364,1052.443","0,0,176,662",
439,104.187292,1.329084,1552.0,4334.0,2019-11-27 11:17:22.519,31.631,0,8,32.0,25.0,S,0.0,146.0,false,false,0,"0.0,0.0,2.495,1.868","0.0,0.0,127.368,1167.822","0,0,143,505",
440,104.189412,1.323761,1563.0,4273.0,2019-11-27 11:17:22.519,31.637,0,10,39.0,24.0,S,0.0,29.0,false,false,0,"0.0,0.0,2.711,1.654","0.0,0.0,125.094,349.197","0,0,145,363",
441,104.104819,1.30941,609.0,4312.0,2019-11-27 11:17:22.519,31.067,0,12,54.0,19.0,S,0.0,30.0,false,false,0,"0.0,0.0,2.53,2.285","0.0,0.0,125.609,395.25","0,0,127,331",
442,104.091608,1.304966,455.0,4295.0,2019-11-27 11:17:22.519,30.974,0,13,44.0,27.0,S,0.0,10.0,false,false,0,"0.0,0.0,5.191,2.028","0.0,0.0,128.149,400.171","0,0,216,314",
443,104.261416,1.335964,2375.0,4240.0,2019-11-27 11:17:22.519,32.117,0,17,46.0,32.0,S,0.0,163.0,false,false,0,"0.0,0.0,6.138,3.128","0.0,0.0,112.984,354.615","0,0,213,358",
444,104.241808,1.329615,2147.0,4217.0,2019-11-27 11:17:22.519,31.983,0,7,24.0,26.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.172,0.908","0.0,0.0,114.984,357.164","0,0,137,202",
445,104.094193,1.287738,444.0,4106.0,2019-11-27 11:17:22.519,30.968,0,14,49.0,28.0,S,0.0,169.0,false,false,0,"0.0,0.0,4.632,2.499","0.0,0.0,127.128,420.469","0,0,193,373",
446,104.084739,1.288608,343.0,4137.0,2019-11-27 11:17:22.519,30.907,0,12,42.0,23.0,S,0.0,144.0,false,false,0,"0.0,0.0,5.671,2.245","0.0,0.0,130.945,419.187","0,0,238,355",
447,104.412832,1.390456,4148.0,4475.0,2019-11-27 11:17:22.519,33.147,0,58,101.0,53.0,M,0.0,119.0,false,false,0,"0.0,0.0,24.698,21.318","0.0,0.0,106.892,443.131","0,0,688,2204",
448,104.386059,1.388085,3851.0,4511.0,2019-11-27 11:17:22.519,32.976,0,38,90.0,41.0,M,0.0,26.0,false,false,0,"0.0,0.0,10.285,9.986","0.0,0.0,105.892,406.51","0,0,307,999",
449,104.385204,1.386459,3838.0,4495.0,2019-11-27 11:17:22.519,32.968,0,33,94.0,34.0,M,0.0,15.0,false,false,0,"0.0,0.0,6.838,4.727","0.0,0.0,106.151,405.957","0,0,219,543",
450,104.342472,1.376083,3349.0,4482.0,2019-11-27 11:17:22.519,32.686,0,46,77.0,59.0,M,0.0,46.0,false,false,0,"0.0,0.0,13.132,10.284","0.0,0.0,109.098,412.866","0,0,395,1061",
451,104.300123,1.373999,2883.0,4556.0,2019-11-27 11:17:22.519,32.414,0,99,193.0,78.0,L,0.0,115.0,false,false,0,"0.0,0.0,6.294,6.115","0.0,0.0,113.652,429.83","0,0,222,714",
452,104.294314,1.367075,2804.0,4495.0,2019-11-27 11:17:22.519,32.368,0,49,86.0,59.0,M,0.0,38.0,false,false,0,"0.0,0.0,8.331,3.982","0.0,0.0,113.83,421.468","0,0,275,514",
453,104.295533,1.366072,2815.0,4482.0,2019-11-27 11:17:22.519,32.375,0,29,112.0,34.0,M,0.0,128.0,false,false,0,"0.0,0.0,4.428,6.46","0.0,0.0,113.73,423.509","0,0,167,751",
454,104.292511,1.365156,2780.0,4479.0,2019-11-27 11:17:22.519,32.354,0,262,214.0,138.0,L,0.0,154.0,false,false,0,"0.0,0.0,9.203,5.578","0.0,0.0,113.264,414.292","0,0,299,644",
455,104.246761,1.360451,2271.0,4533.0,2019-11-27 11:17:22.519,32.056,0,110,356.0,43.0,L,0.0,147.0,false,false,0,"0.0,0.0,4.074,25.674","0.0,0.0,118.069,297.323","0,0,149,1836",
456,104.245895,1.357559,2255.0,4504.0,2019-11-27 11:17:22.519,32.046,0,8,28.0,22.0,S,0.0,55.0,false,false,0,"0.0,0.0,0.844,4.44","0.0,0.0,117.701,301.272","0,0,59,384",
457,104.239575,1.354406,2179.0,4485.0,2019-11-27 11:17:22.519,32.001,0,6,28.0,22.0,S,0.0,10.0,false,false,0,"0.0,0.0,1.358,3.888","0.0,0.0,117.59,311.369","0,0,77,356",
458,104.233796,1.352181,2111.0,4474.0,2019-11-27 11:17:22.519,31.961,0,93,176.0,55.0,L,0.0,137.0,false,false,0,"0.0,0.0,9.916,11.724","0.0,0.0,116.906,313.32","0,0,315,870",
459,104.232642,1.350671,2095.0,4461.0,2019-11-27 11:17:22.519,31.952,0,23,88.0,39.0,M,0.0,117.0,false,false,0,"0.0,0.0,4.659,6.973","0.0,0.0,117.349,314.178","0,0,164,546",
460,104.123409,1.332962,865.0,4520.0,2019-11-27 11:17:22.519,31.221,0,17,64.0,29.0,S,0.0,103.0,false,false,0,"0.0,0.0,2.13,3.977","0.0,0.0,124.831,330.584","0,0,116,434",
461,104.12365,1.330487,862.0,4493.0,2019-11-27 11:17:22.519,31.219,0,180,190.0,93.0,L,0.0,86.0,false,false,0,"0.0,0.0,17.604,22.832","0.0,0.0,124.605,349.266","0,0,592,1935",
462,104.103265,1.335343,651.0,4591.0,2019-11-27 11:17:22.519,31.092,0,55,106.0,51.0,M,0.0,54.0,false,false,0,"0.0,0.0,9.829,11.414","0.0,0.0,126.0,337.275","0,0,356,979",
463,104.109366,1.336464,720.0,4589.0,2019-11-27 11:17:22.519,31.134,0,63,105.0,58.0,M,0.0,40.0,false,false,0,"0.0,0.0,10.986,26.589","0.0,0.0,125.143,329.958","0,0,386,2067",
464,104.114423,1.335106,772.0,4563.0,2019-11-27 11:17:22.519,31.165,0,52,85.0,56.0,M,0.0,43.0,false,false,0,"0.0,0.0,16.093,18.9","0.0,0.0,124.225,325.825","0,0,545,1533",
465,104.101622,1.329577,620.0,4534.0,2019-11-27 11:17:22.519,31.074,0,71,135.0,51.0,L,0.0,85.0,false,false,0,"0.0,0.0,15.755,20.559","0.0,0.0,125.908,344.943","0,0,533,1702",
466,104.109415,1.330067,706.0,4521.0,2019-11-27 11:17:22.519,31.125,0,151,212.0,71.0,L,0.0,41.0,false,false,0,"0.0,0.0,20.467,42.437","0.0,0.0,125.475,342.591","0,0,683,3406",
467,104.09699,1.333733,579.0,4588.0,2019-11-27 11:17:22.519,31.049,0,100,161.0,61.0,L,0.0,75.0,false,false,0,"0.0,0.0,24.954,75.719","0.0,0.0,125.551,336.879","0,0,813,5770",
468,104.07379,1.31732,289.0,4467.0,2019-11-27 11:17:22.519,30.874,0,270,279.0,96.0,L,0.0,14.0,false,false,0,"0.0,0.0,35.46,175.434","0.0,0.0,129.56,391.249","0,0,1205,15693",
469,104.059285,1.314676,125.0,4471.0,2019-11-27 11:17:22.519,30.775,3,7,24.0,26.0,S,0.0,100.0,false,false,0,"0.0,0.0,1.996,3.652","0.0,0.0,133.092,389.846","0,0,108,404",AA
470,104.385655,1.369323,3804.0,4312.0,2019-11-27 11:17:22.519,32.949,0,135,171.0,76.0,L,0.0,124.0,false,false,0,"0.0,0.0,62.439,33.687","0.0,0.0,108.719,409.065","0,0,1726,3146",
471,104.354795,1.371583,3473.0,4406.0,2019-11-27 11:17:22.519,32.757,0,151,190.0,80.0,L,0.0,59.0,false,false,0,"0.0,0.0,29.55,16.1","0.0,0.0,108.269,413.084","0,0,840,1564",
472,104.347782,1.373516,3401.0,4443.0,2019-11-27 11:17:22.519,32.716,0,54,106.0,49.0,M,0.0,101.0,false,false,0,"0.0,0.0,26.371,15.869","0.0,0.0,108.965,412.597","0,0,753,1568",
473,104.332611,1.3701,3228.0,4441.0,2019-11-27 11:17:22.519,32.615,0,40,79.0,49.0,M,0.0,139.0,false,false,0,"0.0,0.0,15.005,9.089","0.0,0.0,109.556,414.001","0,0,449,951",
474,104.348081,1.36988,3396.0,4403.0,2019-11-27 11:17:22.519,32.713,0,40,113.0,37.0,M,0.0,32.0,false,false,0,"0.0,0.0,6.017,8.332","0.0,0.0,109.168,415.633","0,0,205,896",
475,104.334233,1.365844,3236.0,4392.0,2019-11-27 11:17:22.519,32.62,0,32,70.0,43.0,S,0.0,80.0,false,false,0,"0.0,0.0,11.599,5.723","0.0,0.0,109.644,415.324","0,0,360,654",
476,104.343696,1.363171,3333.0,4342.0,2019-11-27 11:17:22.519,32.676,0,59,120.0,47.0,M,0.0,139.0,false,false,0,"0.0,0.0,11.937,9.391","0.0,0.0,110.294,420.038","0,0,370,996",
477,104.336537,1.358756,3245.0,4311.0,2019-11-27 11:17:22.519,32.625,0,144,179.0,78.0,L,0.0,133.0,false,false,0,"0.0,0.0,34.761,23.56","0.0,0.0,110.537,418.608","0,0,993,2284",
478,104.341324,1.358695,3297.0,4300.0,2019-11-27 11:17:22.519,32.655,0,73,306.0,33.0,L,0.0,15.0,false,false,0,"0.0,0.0,8.87,3.666","0.0,0.0,110.309,418.882","0,0,286,470",
479,104.34446,1.354221,3321.0,4245.0,2019-11-27 11:17:22.519,32.669,0,27,106.0,28.0,M,0.0,166.0,false,false,0,"0.0,0.0,4.668,7.558","0.0,0.0,110.735,421.256","0,0,168,832",
480,104.330839,1.357902,3181.0,4315.0,2019-11-27 11:17:22.519,32.588,0,44,117.0,37.0,M,0.0,165.0,false,false,0,"0.0,0.0,8.908,5.653","0.0,0.0,110.366,420.547","0,0,288,661",
481,104.331864,1.353429,3182.0,4265.0,2019-11-27 11:17:22.519,32.589,0,45,92.0,46.0,M,0.0,141.0,false,false,0,"0.0,0.0,9.789,6.928","0.0,0.0,110.755,421.332","0,0,312,775",
482,104.29814,1.361936,2834.0,4432.0,2019-11-27 11:17:22.519,32.386,0,93,128.0,72.0,L,0.0,142.0,false,false,0,"0.0,0.0,6.166,4.124","0.0,0.0,113.249,425.788","0,0,216,529",
483,104.256663,1.336304,2324.0,4254.0,2019-11-27 11:17:22.519,32.087,0,34,69.0,52.0,S,0.0,138.0,false,false,0,"0.0,0.0,4.932,15.398","0.0,0.0,113.148,354.079","0,0,180,1314",
484,104.235439,1.332859,2085.0,4265.0,2019-11-27 11:17:22.519,31.946,0,224,175.0,121.0,L,0.0,101.0,false,false,0,"0.0,0.0,29.3,58.335","0.0,0.0,114.694,337.298","0,0,860,4621",
485,104.229872,1.330498,2019.0,4253.0,2019-11-27 11:17:22.519,31.907,3,19,78.0,22.0,M,0.0,11.0,false,false,0,"0.0,0.0,0.366,3.519","0.0,0.0,114.883,328.283","0,0,54,375",AA
486,104.191818,1.339074,1624.0,4430.0,2019-11-27 11:17:22.519,31.673,0,166,146.0,118.0,L,0.0,85.0,false,false,0,"0.0,0.0,19.798,12.95","0.0,0.0,142.591,1248.396","0,0,823,2517",
487,104.195884,1.338949,1668.0,4420.0,2019-11-27 11:17:22.519,31.699,0,12,34.0,34.0,S,0.0,100.0,false,false,0,"0.0,0.0,4.408,6.127","0.0,0.0,137.706,371.348","0,0,201,1205",
488,104.191962,1.331344,1608.0,4348.0,2019-11-27 11:17:22.519,31.664,0,31,78.0,38.0,M,0.0,61.0,false,false,0,"0.0,0.0,9.62,2.981","0.0,0.0,130.292,1018.752","0,0,387,608",
489,104.200775,1.324741,1689.0,4258.0,2019-11-27 11:17:22.519,31.712,0,10,35.0,25.0,S,0.0,10.0,false,false,0,"0.0,0.0,1.147,4.332","0.0,0.0,119.104,355.901","0,0,84,509",
490,104.203379,1.325026,1718.0,4255.0,2019-11-27 11:17:22.519,31.729,0,6,28.0,22.0,S,0.0,10.0,false,false,0,"0.0,0.0,0.83,2.867","0.0,0.0,117.561,359.223","0,0,73,378",
491,104.19056,1.330142,1590.0,4338.0,2019-11-27 11:17:22.519,31.653,0,37,74.0,49.0,M,0.0,96.0,false,false,0,"0.0,0.0,10.112,19.226","0.0,0.0,128.513,319.627","0,0,398,3004",
492,104.179579,1.326446,1462.0,4324.0,2019-11-27 11:17:22.519,31.577,0,711,646.0,108.0,L,0.0,178.0,false,false,0,"0.0,0.0,18.054,16.399","0.0,0.0,124.891,299.208","0,0,640,1897",
493,104.179595,1.32681,1463.0,4328.0,2019-11-27 11:17:22.519,31.578,0,623,593.0,103.0,L,0.0,179.0,false,false,0,"0.0,0.0,17.574,12.761","0.0,0.0,124.916,346.152","0,0,640,1897",
494,104.170873,1.32901,1373.0,4371.0,2019-11-27 11:17:22.519,31.524,0,8,28.0,22.0,S,0.0,55.0,false,false,0,"0.0,0.0,3.631,2.292","0.0,0.0,125.382,262.122","0,0,173,362",
495,104.162716,1.32366,1272.0,4332.0,2019-11-27 11:17:22.519,31.464,0,782,999.0,98.0,L,0.0,92.0,false,false,0,"0.0,0.0,39.633,65.863","0.0,0.0,121.384,300.0","0,0,1249,4960",
496,104.163368,1.323619,1279.0,4331.0,2019-11-27 11:17:22.519,31.468,0,604,903.0,75.0,L,0.0,90.0,false,false,0,"0.0,0.0,38.767,57.043","0.0,0.0,122.725,261.494","0,0,1249,3911",
497,104.142885,1.31266,1031.0,4261.0,2019-11-27 11:17:22.519,31.32,0,65,121.0,51.0,L,0.0,108.0,false,false,0,"0.0,0.0,16.972,16.975","0.0,0.0,121.891,350.233","0,0,564,1440",
498,104.123203,1.321186,836.0,4396.0,2019-11-27 11:17:22.519,31.203,0,122,192.0,61.0,L,0.0,107.0,false,false,0,"0.0,0.0,25.845,40.649","0.0,0.0,124.524,368.263","0,0,847,3423",
499,104.136284,1.323616,984.0,4392.0,2019-11-27 11:17:22.519,31.292,0,76,144.0,55.0,L,0.0,66.0,false,false,0,"0.0,0.0,15.402,22.965","0.0,0.0,122.478,340.461","0,0,510,1851",
500,104.123447,1.314739,824.0,4327.0,2019-11-27 11:17:22.519,31.196,0,74,126.0,57.0,L,0.0,127.0,false,false,0,"0.0,0.0,24.602,17.189","0.0,0.0,123.573,372.138","0,0,806,1531",
501,104.134235,1.314514,941.0,4300.0,2019-11-27 11:17:22.519,31.266,0,66,132.0,48.0,L,0.0,113.0,false,false,0,"0.0,0.0,20.139,16.133","0.0,0.0,123.136,359.927","0,0,668,1407",
502,104.124862,1.309716,828.0,4270.0,2019-11-27 11:17:22.519,31.199,0,174,223.0,75.0,L,0.0,171.0,false,false,0,"0.0,0.0,50.256,27.178","0.0,0.0,124.414,374.044","0,0,1654,2357",
503,104.117136,1.323862,776.0,4438.0,2019-11-27 11:17:22.519,31.167,0,144,205.0,70.0,L,0.0,175.0,false,false,0,"0.0,0.0,39.045,26.712","0.0,0.0,124.724,367.047","0,0,1261,2294",
504,104.112971,1.319183,720.0,4398.0,2019-11-27 11:17:22.519,31.134,0,94,168.0,54.0,L,0.0,113.0,false,false,0,"0.0,0.0,32.55,40.41","0.0,0.0,124.196,373.261","0,0,1036,3418",
505,104.107819,1.314834,654.0,4363.0,2019-11-27 11:17:22.519,31.094,0,88,139.0,60.0,L,0.0,115.0,false,false,0,"0.0,0.0,17.007,21.427","0.0,0.0,124.959,381.921","0,0,571,1927",
506,104.114456,1.307225,709.0,4267.0,2019-11-27 11:17:22.519,31.127,0,257,253.0,99.0,L,0.0,145.0,false,false,0,"0.0,0.0,36.696,31.07","0.0,0.0,124.073,388.166","0,0,1178,2759",
507,104.097961,1.308398,532.0,4317.0,2019-11-27 11:17:22.519,31.021,0,143,211.0,68.0,L,0.0,14.0,false,false,0,"0.0,0.0,38.495,28.229","0.0,0.0,126.65,397.827","0,0,1256,2661",
508,104.081838,1.309109,358.0,4361.0,2019-11-27 11:17:22.519,30.916,0,167,224.0,72.0,L,0.0,92.0,false,false,0,"0.0,0.0,18.186,25.776","0.0,0.0,127.887,383.252","0,0,620,2298",
509,104.074491,1.303841,266.0,4322.0,2019-11-27 11:17:22.519,30.86,0,147,222.0,65.0,L,0.0,103.0,false,false,0,"0.0,0.0,13.023,36.368","0.0,0.0,131.003,394.876","0,0,481,3357",
510,104.058951,1.307474,105.0,4396.0,2019-11-27 11:17:22.519,30.763,0,280,317.0,87.0,L,0.0,153.0,false,false,0,"0.0,0.0,61.421,24.966","0.0,0.0,132.994,402.097","0,0,2046,2250",
511,104.068016,1.307152,203.0,4372.0,2019-11-27 11:17:22.519,30.822,0,235,291.0,80.0,L,0.0,162.0,false,false,0,"0.0,0.0,31.89,24.481","0.0,0.0,132.857,402.796","0,0,1130,2337",
512,104.070826,1.297643,212.0,4264.0,2019-11-27 11:17:22.519,30.828,0,253,280.0,87.0,L,0.0,94.0,false,false,0,"0.0,0.0,61.118,90.539","0.0,0.0,131.717,399.502","0,0,2036,8167",
513,104.405877,1.361726,4007.0,4186.0,2019-11-27 11:17:22.519,33.066,0,137,192.0,69.0,L,0.0,119.0,false,false,0,"0.0,0.0,24.368,69.701","0.0,0.0,109.292,431.413","0,0,702,6750",
