"DATE TIME (UTC)","MMSI","LATITUDE","LONGITUDE","COURSE","SPEED","HEADING","IMO","NAME","CALLSIGN","AISTYPE","A","B","C","D","DRAUGHT","DESTINATION","ETA"
"2018-10-23 00:59:44",419001069,18.95676,72.86175,212.0,0.0,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 00:59:44",419172000,18.94123,72.84251,296.9,0.1,511,9129524,"MV GURU PRASAD","VVJO",72,66,13,5,10,2.4,"MUMBAI","09-21 18:30"
"2018-10-23 00:59:45",419000791,18.95486,72.85394,151.2,0.1,511,8849361,"VMS 21              ","AWCR   ",90,175,13,15,15,1.5,"MUMBAI              ","12-02 02:00"
"2018-10-23 00:59:47",564175000,18.92953,72.84434,301.3,0.0,350,9459137,"IVS KNOT            ","9V8840 ",70,155,21,20,8,7.5,"SHARJAH             ","10-26 23:00"
"2018-10-23 00:59:47",477759700,18.92833,72.88140,238.4,11.8,238,9535149,"MOL GRANDEUR","VRIQ8",74,199,76,20,20,12.0,"LKCMB","10-25 14:30"
"2018-10-23 00:59:48",419060900,18.94374,72.84127,143.0,0.0,192,9371880,"TAG MAMTA           ","AULD   ",52,15,21,7,3,3.8,"MUMBAI              ","11-07 01:00"
"2018-10-23 00:59:48",366771000,18.94096,72.85361,259.5,0.1,192,9303546,"ALLIANCE FAIRFAX    ","WLMQ   ",70,18,181,14,18,7.8,"INBOM MUMBAI        ","10-22 02:30"
"2018-10-23 00:59:48",419000955,18.92717,72.86059,219.3,0.0,200,9705550,"TAG15               ","AWIX   ",90,15,45,6,10,4.6,"BFL                 ","07-18 15:00"
"2018-10-23 00:59:48",419000294,18.92678,72.86434,286.9,0.0,200,9547233,"SCI PAWAN           ","AVLI   ",90,20,46,5,11,5.0,"MUMBAI              ","10-19 18:00"
"2018-10-23 00:59:49",419074100,18.95485,72.85389,161.3,0.1,511,8924563,"MEENAKSHI           ","AUSM   ",99,0,0,0,0,2.0,"MUMBAI              ","07-03 10:08"
"2018-10-23 00:59:49",419000285,18.93329,72.84496,353.2,1.9,268,9619359,"TAG LAXMI           ","AVKZ   ",52,11,19,2,7,4.0,"MUMBAI              ","12-07 09:00"
"2018-10-23 00:59:49",419322000,18.93062,72.86048,137.0,0.0,333,8316766,"SAMUDRA SHAUDHIKAMA ","VWSK   ",99,10,25,4,4,2.4,"MUMBAI              ","08-18 13:00"
"2018-10-23 00:59:49",477112100,18.90510,72.86895,328.9,0.1,212,9731901,"PACIFIC ACTIVITY    ","VRQP3  ",70,170,29,12,20,11.5,"MUMBAI              ","10-20 15:30"
"2018-10-23 00:59:50",419001175,18.91603,72.91139,360.0,0.0,210,0,"MODAK","AWRH",0,0,0,0,0,2.3,"MUMBAI","01-01 00:00"
"2018-10-23 00:59:51",419901776,18.95780,72.85086,123.6,0.0,123,0,"OM MALLIKARJUN","8WIP",30,15,5,4,4,0.0,"","00-00 24:60"
"2018-10-23 00:59:51",419901305,18.95153,72.86334,98.5,2.4,511,0,"M.V. SHARAVATI","8TYC",70,55,15,6,7,3.5,"MUMBAI","03-27 00:00"
"2018-10-23 00:59:51",419001050,18.92571,72.86917,303.7,0.0,193,9169354,"TAG 19              ","AWMM   ",70,12,54,12,4,5.8,"NHAVA               ","07-18 08:00"
"2018-10-23 00:59:52",341611000,18.92500,72.86667,73.7,0.0,511,8411047,"S CAS","V4TP3",52,65,45,4,10,5.8,"MUMBAI","10-01 12:00"
"2018-10-23 00:59:52",419901762,18.90660,72.82839,309.1,4.6,309,0,"GAJANAN SAI","8WIB",30,11,5,3,3,0.0,"","00-00 24:60"
"2018-10-23 00:59:52",419100037,18.92718,72.83857,78.8,0.0,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 00:59:52",419000694,18.93172,72.84121,200.6,1.8,511,0,"T239","AVYY",99,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 00:59:53",566596000,19.29119,72.04667,349.1,4.2,352,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 00:59:53",419000125,18.92122,72.88009,347.2,0.1,212,9547257,"S.C.I AHIMSA        ","AVFU   ",99,18,47,4,12,4.7,"BFL                 ","09-18 07:30"
"2018-10-23 00:59:55",419701000,18.89269,72.85082,209.6,8.2,209,9471939,"OCEAN     DIAMOND   ","AUUF   ",90,10,60,11,6,4.4,"PILOT STN           ","10-22 21:30"
"2018-10-23 00:59:55",419000185,18.93550,72.84433,351.0,1.4,511,9603582,"TAGRAJVIR","AVHZ",0,0,0,0,0,0.0,"","00-00 00:00"
"2018-10-23 00:59:55",304921000,18.93466,72.84461,349.1,1.5,184,9487213,"HANNAH S","V2GX9",79,150,39,17,15,10.1,"MUMBAI","10-20 06:30"
"2018-10-23 00:59:57",419551000,18.91203,72.87848,330.7,0.0,511,7430541,"SEA CONQUEST","AUJB",52,7,50,10,3,0.0,"","00-00 00:00"
"2018-10-23 00:59:57",419088600,18.92942,72.86113,227.8,0.0,511,9428566,"PFS COURAGE         ","AVBG   ",52,8,55,2,13,4.4,"MUMBAI              ","10-19 22:00"
"2018-10-23 01:00:04",354767000,18.94488,72.84378,179.0,0.0,194,9300908,"IBI                 ","3EAR2  ",70,121,28,9,15,8.0,"IN BOM              ","10-21 22:30"
"2018-10-23 01:00:04",419001117,18.92811,72.86804,133.8,0.1,171,9126039,"TAG 20              ","AWPB   ",70,21,67,9,9,5.0,"BFL                 ","08-30 14:00"
"2018-10-23 01:00:05",419001364,18.93145,72.86625,294.0,0.0,184,9299082,"PRIYA TWENTY THREE  ","AWYL   ",90,17,50,7,8,4.4,"MUMBAI              ","10-06 16:00"
"2018-10-23 01:00:06",419098100,18.93835,72.85795,47.8,0.0,202,9379002,"TAG 7               ","AUOF   ",90,23,41,3,15,4.4,"P&V ANCHORAGE MUMBAI","08-23 17:18"
"2018-10-23 01:00:07",419059400,18.94080,72.85760,90.5,0.0,511,8217568,"OCEAN CREST         ","AUJV   ",52,10,26,3,7,3.9,"P&V MUMBAI ANCHORAGE","10-21 21:00"
"2018-10-23 01:00:08",419047300,18.95655,72.84838,0.0,0.0,511,8873439,"MV RAAVI","AUEJ",90,0,34,0,7,1.5,"MUMBAI","05-27 10:00"
"2018-10-23 01:00:08",419796000,19.08731,72.55143,111.2,0.0,5,9467770,"DESH SAMMAN         ","AVBE   ",80,205,45,29,15,12.3,"MUMBAI,INDIA        ","10-19 13:00"
"2018-10-23 01:00:10",419055600,18.94631,72.85720,60.1,0.4,8,9142679,"ANTAREJA            ","AUIA   ",33,24,23,5,6,2.8,"MUMBAI              ","09-26 08:00"
"2018-10-23 01:00:10",565653000,18.93712,72.89987,58.0,11.3,58,9326421,"WAN HAI 509         ","9VJJ7  ",70,209,59,11,21,12.3,"NSA                 ","10-23 06:30"
"2018-10-23 01:00:10",419465000,19.04556,72.59618,89.1,0.2,324,9034547,"MAHARSHI PARASHURAM ","VVZU   ",80,195,43,7,31,8.2,"MUMBAI              ","09-21 19:00"
"2018-10-23 01:00:10",419001104,18.92830,72.84174,132.6,4.9,123,412000045,"WARSHIP 412        ","AWOO",0,18,30,4,4,0.0,"","00-00 24:60"
"2018-10-23 01:00:10",419001353,18.94035,72.91847,239.6,5.3,241,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:11",419076800,18.94718,72.86121,102.8,0.1,511,9510163," OFFSHORE RUNNER    ","AURQ   ",90,8,39,7,3,2.5,"TAPTI               ","05-28 16:00"
"2018-10-23 01:00:11",419900630,18.95090,72.85585,331.4,3.1,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:11",511195000,18.93499,72.88091,82.6,0.1,228,8822533,"VAKUL PREM","T8A2155",95,64,14,6,6,3.7,"MUMBAI","02-15 10:00"
"2018-10-23 01:00:12",419000346,18.93960,72.84340,189.5,0.1,511,8216552,"MV SUMAYLA ONE","AVNG",90,11,49,3,9,3.2,"MUMBAI PLT STN","10-22 06:00"
"2018-10-23 01:00:13",419017300,18.90435,72.85852,205.0,9.5,213,10267904,"DCI DREDGE_16","VWXU",90,30,92,11,9,0.0,"","00-00 00:00"
"2018-10-23 01:00:14",419001069,18.95676,72.86174,212.0,0.0,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:14",419000339,18.91520,72.91107,188.0,0.0,234,0,"T203                ","AVMZ   ",90,5,8,2,2,0.9,"=                   ","00-00 24:60"
"2018-10-23 01:00:15",419000791,18.95487,72.85394,198.3,0.1,511,8849361,"VMS 21              ","AWCR   ",90,175,13,15,15,1.5,"MUMBAI              ","12-02 02:00"
"2018-10-23 01:00:16",419000218,19.22404,72.06008,0.3,1.2,53,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:17",419566000,18.94157,72.84084,289.3,0.0,196,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:17",248620000,18.94386,72.35772,127.7,0.1,40,9789714,"AQUARAMA            ","9HA4727",89,144,36,22,6,7.1,"MUMBAI              ","10-21 11:00"
"2018-10-23 01:00:17",477759700,18.92742,72.87987,238.0,12.0,238,9535149,"MOL GRANDEUR","VRIQ8",74,199,76,20,20,12.0,"LKCMB","10-25 14:30"
"2018-10-23 01:00:18",419901235,18.88935,72.83067,199.7,5.0,199,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:18",419000294,18.92678,72.86434,286.9,0.0,200,9547233,"SCI PAWAN           ","AVLI   ",90,20,46,5,11,5.0,"MUMBAI              ","10-19 18:00"
"2018-10-23 01:00:20",419074100,18.95485,72.85388,181.3,0.0,511,8924563,"MEENAKSHI           ","AUSM   ",99,0,0,0,0,2.0,"MUMBAI              ","07-03 10:08"
"2018-10-23 01:00:20",419611000,18.90389,72.87252,81.6,0.0,511,7724746,"SEAMELODY","AUNA",52,12,42,2,9,3.6,"MUMB","10-13 18:00"
"2018-10-23 01:00:20",419322000,18.93062,72.86048,137.0,0.0,333,8316766,"SAMUDRA SHAUDHIKAMA ","VWSK   ",99,10,25,4,4,2.4,"MUMBAI              ","08-18 13:00"
"2018-10-23 01:00:21",419001050,18.92570,72.86916,303.7,0.0,193,9169354,"TAG 19              ","AWMM   ",70,12,54,12,4,5.8,"NHAVA               ","07-18 08:00"
"2018-10-23 01:00:21",419001175,18.91603,72.91139,360.0,0.0,210,0,"MODAK","AWRH",0,0,0,0,0,2.3,"MUMBAI","01-01 00:00"
"2018-10-23 01:00:22",419000127,18.92664,72.86241,1.4,0.1,195,9547269,"SCI URJA            ","AVFW   ",99,10,56,4,12,4.8,"MUMBAIHIGH NORTH    ","07-30 18:30"
"2018-10-23 01:00:22",419001070,18.91593,72.86479,217.8,7.4,218,9724398,"CREST MERCURY ONE   ","AWNG   ",52,8,57,11,5,5.0,"BFL                 ","10-22 05:00"
"2018-10-23 01:00:23",419093700,18.93488,72.26764,104.4,0.1,35,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:23",419901305,18.95147,72.86371,100.5,2.5,511,0,"M.V. SHARAVATI","8TYC",70,55,15,6,7,3.5,"MUMBAI","03-27 00:00"
"2018-10-23 01:00:24",419901762,18.90702,72.82803,322.0,3.5,322,0,"GAJANAN SAI","8WIB",30,11,5,3,3,0.0,"","00-00 24:60"
"2018-10-23 01:00:25",419000185,18.93567,72.84433,351.0,1.4,511,9603582,"TAGRAJVIR","AVHZ",0,0,0,0,0,0.0,"","00-00 00:00"
"2018-10-23 01:00:25",304921000,18.93486,72.84457,348.1,1.6,183,9487213,"HANNAH S","V2GX9",79,150,39,17,15,10.1,"MUMBAI","10-20 06:30"
"2018-10-23 01:00:26",419000882,18.89542,72.84372,313.1,0.2,218,9047374,"OAKTREE             ","AWGD   ",80,148,35,16,16,6.5,"MUMBAI              ","10-13 16:00"
"2018-10-23 01:00:27",419701000,18.89163,72.85018,209.8,8.2,208,9471939,"OCEAN     DIAMOND   ","AUUF   ",90,10,60,11,6,4.4,"PILOT STN           ","10-22 21:30"
"2018-10-23 01:00:28",419000860,18.93338,72.86682,291.9,0.0,188,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:28",419000721,18.93371,72.86883,344.9,0.0,186,9630456,"TAG12               ","AWAA   ",0,11,58,11,5,5.4,"BFL                 ","09-11 14:00"
"2018-10-23 01:00:29",419078500,18.94760,72.86298,227.2,0.0,201,8218287,"OFFSHORE HUNTER","AUWO",90,20,37,5,7,2.5,"MUMBAI","03-01 08:00"
"2018-10-23 01:00:29",419589000,18.94043,72.85814,4.2,0.0,511,8421559,"OCEAN VIKING        ","AUML   ",52,12,21,4,6,3.8,"AT ANCHOR           ","10-19 11:00"
"2018-10-23 01:00:30",419901603,18.90976,72.82647,22.8,0.0,22,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:30",419000490,18.89192,72.86697,351.2,3.7,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:31",419100037,18.92719,72.83859,360.0,0.0,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:32",419001057,18.94300,72.86533,0.0,0.0,210,9215531,"SEAWAYS 9 ","AWMT   ",0,5,30,5,6,4.0,"MUMBAI:::: ","05-22 07:00"
"2018-10-23 01:00:33",566596000,19.29202,72.04648,347.8,4.6,352,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:33",419000359,18.91547,72.87360,24.7,1.7,511,0,"MPB-10","AVNT",70,60,5,10,3,0.0,"","00-00 24:60"
"2018-10-23 01:00:34",419001117,18.92811,72.86804,179.0,0.1,171,9126039,"TAG 20              ","AWPB   ",70,21,67,9,9,5.0,"BFL                 ","08-30 14:00"
"2018-10-23 01:00:36",419900905,18.90158,72.86438,0.0,0.0,511,0,"M.V.JAL SHAKTI 1","",70,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:36",419000162,19.12328,71.83548,289.1,6.8,295,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:36",419001364,18.93145,72.86630,294.0,0.0,182,9299082,"PRIYA TWENTY THREE  ","AWYL   ",90,17,50,7,8,4.4,"MUMBAI              ","10-06 16:00"
"2018-10-23 01:00:37",419059400,18.94080,72.85760,95.4,0.0,511,8217568,"OCEAN CREST         ","AUJV   ",52,10,26,3,7,3.9,"P&V MUMBAI ANCHORAGE","10-21 21:00"
"2018-10-23 01:00:37",419060900,18.94373,72.84130,267.0,0.0,192,9371880,"TAG MAMTA           ","AULD   ",52,15,21,7,3,3.8,"MUMBAI              ","11-07 01:00"
"2018-10-23 01:00:37",419088600,18.92943,72.86113,232.9,0.0,511,9428566,"PFS COURAGE         ","AVBG   ",52,8,55,2,13,4.4,"MUMBAI              ","10-19 22:00"
"2018-10-23 01:00:38",419047300,18.95655,72.84838,0.0,0.0,511,8873439,"MV RAAVI","AUEJ",90,0,34,0,7,1.5,"MUMBAI","05-27 10:00"
"2018-10-23 01:00:38",356799000,18.92668,72.69074,70.4,0.1,314,9583146,"SAGAR MOTI          ","3FLZ3  ",70,168,22,21,11,6.3,"MUMBAIPLA           ","10-21 05:30"
"2018-10-23 01:00:39",419901772,18.95745,72.85071,239.4,0.0,239,0,"SAIRAM","8WIL",30,9,4,2,2,0.0,"","00-00 24:60"
"2018-10-23 01:00:40",419055600,18.94617,72.85719,183.9,1.2,10,9142679,"ANTAREJA            ","AUIA   ",33,24,23,5,6,2.8,"MUMBAI              ","09-26 08:00"
"2018-10-23 01:00:40",565653000,18.93768,72.90087,58.0,11.1,58,9326421,"WAN HAI 509         ","9VJJ7  ",70,209,59,11,21,12.3,"NSA                 ","10-23 06:30"
"2018-10-23 01:00:40",419001104,18.92791,72.84238,121.5,5.1,111,412000045,"WARSHIP 412        ","AWOO",0,18,30,4,4,0.0,"","00-00 24:60"
"2018-10-23 01:00:41",419076800,18.94718,72.86122,117.0,0.1,511,9510163," OFFSHORE RUNNER    ","AURQ   ",90,8,39,7,3,2.5,"TAPTI               ","05-28 16:00"
"2018-10-23 01:00:41",419001353,18.94005,72.91778,254.2,5.1,254,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:43",616443000,18.94651,72.84422,0.0,0.0,186,0,"ASHENA              ","D6DG7  ",37,12,34,4,5,4.5,"MUMBAI              ","03-08 12:30"
"2018-10-23 01:00:44",419000339,18.91521,72.91105,189.8,0.0,235,0,"T203                ","AVMZ   ",90,5,8,2,2,0.9,"=                   ","00-00 24:60"
"2018-10-23 01:00:45",419000791,18.95487,72.85394,194.2,0.0,511,8849361,"VMS 21              ","AWCR   ",90,175,13,15,15,1.5,"MUMBAI              ","12-02 02:00"
"2018-10-23 01:00:45",419001002,18.93489,72.86030,325.3,0.0,182,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:46",419000225,18.90899,72.87847,59.6,0.1,10,8222151,"VARAPRADA           ","AVJL   ",52,10,57,8,8,3.6,"ANGREA              ","10-06 06:00"
"2018-10-23 01:00:47",477759700,18.92657,72.87842,238.5,12.2,239,9535149,"MOL GRANDEUR","VRIQ8",74,199,76,20,20,12.0,"LKCMB","10-25 14:30"
"2018-10-23 01:00:48",419000294,18.92679,72.86434,286.9,0.0,200,9547233,"SCI PAWAN           ","AVLI   ",90,20,46,5,11,5.0,"MUMBAI              ","10-19 18:00"
"2018-10-23 01:00:49",419000218,19.22428,72.06008,0.4,1.2,53,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:50",419074100,18.95485,72.85388,183.3,0.1,511,8924563,"MEENAKSHI           ","AUSM   ",99,0,0,0,0,2.0,"MUMBAI              ","07-03 10:08"
"2018-10-23 01:00:50",419000346,18.93964,72.84336,16.3,0.1,511,8216552,"MV SUMAYLA ONE","AVNG",90,11,49,9,3,3.2,"MUMBAI PLT STN","10-22 06:00"
"2018-10-23 01:00:51",419001050,18.92570,72.86917,303.7,0.0,193,9169354,"TAG 19              ","AWMM   ",70,12,54,12,4,5.8,"NHAVA               ","07-18 08:00"
"2018-10-23 01:00:52",419017300,18.90275,72.85772,205.0,9.5,213,10267904,"DCI DREDGE_16","VWXU",90,30,92,11,9,0.0,"","00-00 00:00"
"2018-10-23 01:00:53",419093700,18.93486,72.26762,118.2,0.1,36,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:54",419001069,18.95676,72.86175,212.0,0.0,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:00:55",419000185,18.93600,72.84433,355.0,1.5,511,9603582,"TAGRAJVIR","AVHZ",0,0,0,0,0,0.0,"","00-00 00:00"
"2018-10-23 01:00:55",304921000,18.93508,72.84453,350.5,1.5,181,9487213,"HANNAH S","V2GX9",79,150,39,17,15,10.1,"MUMBAI","10-20 06:30"
"2018-10-23 01:00:56",419001201,18.92470,72.86395,78.6,0.0,173,8304799,"WILCHIEF 1          ","AWSF   ",39,45,35,9,9,5.5,"MUMBAI              ","08-01 10:30"
"2018-10-23 01:00:59",419322000,18.93062,72.86048,137.0,0.0,333,8316766,"SAMUDRA SHAUDHIKAMA ","VWSK   ",99,10,25,4,4,2.4,"MUMBAI              ","08-18 13:00"
"2018-10-23 01:01:00",563609000,18.90476,72.87632,304.6,0.0,233,9740249,"LANPAN 33           ","9V2756 ",32,18,36,6,8,5.1,"MUMBAI INDIA        ","10-21 10:00"
"2018-10-23 01:01:00",419001175,18.91603,72.91139,360.0,0.0,210,0,"MODAK","AWRH",0,0,0,0,0,2.3,"MUMBAI","01-01 00:00"
"2018-10-23 01:01:01",419000392,18.93803,72.85991,289.5,0.0,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:01:01",419000379,18.95194,72.86506,18.6,0.0,511,0,"AB3000 ","",99,10,19,3,6,0.0,"MUMBAI     ","05-15 14:30"
"2018-10-23 01:01:02",419100037,18.92719,72.83860,360.0,0.0,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:01:02",419001070,18.91483,72.86396,217.6,7.3,217,9724398,"CREST MERCURY ONE   ","AWNG   ",52,8,57,11,5,5.0,"BFL                 ","10-22 05:00"
"2018-10-23 01:01:03",636014469,18.94098,72.89933,203.0,0.0,57,9440382,"MIKELA P.           ","A8UB7  ",89,231,43,32,16,10.3,"MUMBAI              ","10-22 03:30"
"2018-10-23 01:01:03",477166400,18.90674,72.84801,292.9,0.1,206,9827944,"HAI SHENG           ","VRRP9  ",80,146,31,19,8,5.4,"FUJAIRAH            ","10-26 04:00"
"2018-10-23 01:01:03",419901305,18.95138,72.86421,103.6,2.6,511,0,"M.V. SHARAVATI","8TYC",70,55,15,6,7,3.5,"MUMBAI","03-27 00:00"
"2018-10-23 01:01:03",419000359,18.91569,72.87372,24.4,1.7,511,0,"MPB-10","AVNT",70,60,5,10,3,0.0,"","00-00 24:60"
"2018-10-23 01:01:04",419001117,18.92811,72.86804,155.1,0.1,171,9126039,"TAG 20              ","AWPB   ",70,21,67,9,9,5.0,"BFL                 ","08-30 14:00"
"2018-10-23 01:01:06",566596000,19.29290,72.04630,348.4,4.8,352,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:01:07",419059400,18.94080,72.85760,116.6,0.0,511,8217568,"OCEAN CREST         ","AUJV   ",52,10,26,3,7,3.9,"P&V MUMBAI ANCHORAGE","10-21 21:00"
"2018-10-23 01:01:07",419701000,18.89031,72.84941,209.5,8.2,209,9471939,"OCEAN     DIAMOND   ","AUUF   ",90,10,60,11,6,4.4,"PILOT STN           ","10-22 21:30"
"2018-10-23 01:01:08",419047300,18.95655,72.84838,0.0,0.0,511,8873439,"MV RAAVI","AUEJ",90,0,34,0,7,1.5,"MUMBAI","05-27 10:00"
"2018-10-23 01:01:08",419088600,18.92943,72.86112,209.7,0.0,511,9428566,"PFS COURAGE         ","AVBG   ",52,8,55,2,13,4.4,"MUMBAI              ","10-19 22:00"
"2018-10-23 01:01:10",565653000,18.93843,72.90218,59.0,10.8,58,9326421,"WAN HAI 509         ","9VJJ7  ",70,209,59,11,21,12.3,"NSA                 ","10-23 06:30"
"2018-10-23 01:01:10",419001104,18.92764,72.84311,112.3,5.5,107,412000045,"WARSHIP 412        ","AWOO",0,18,30,4,4,0.0,"","00-00 24:60"
"2018-10-23 01:01:11",419076800,18.94719,72.86120,131.8,0.1,511,9510163," OFFSHORE RUNNER    ","AURQ   ",90,8,39,7,3,2.5,"TAPTI               ","05-28 16:00"
"2018-10-23 01:01:12",419000162,19.12371,71.83419,289.1,6.8,296,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:01:14",419000339,18.91521,72.91107,185.7,0.0,235,0,"T203                ","AVMZ   ",90,5,8,2,2,0.9,"=                   ","00-00 24:60"
"2018-10-23 01:01:15",419000791,18.95487,72.85394,174.5,0.1,511,8849361,"VMS 21              ","AWCR   ",90,175,13,15,15,1.5,"MUMBAI              ","12-02 02:00"
"2018-10-23 01:01:15",419001364,18.93145,72.86630,294.0,0.0,180,9299082,"PRIYA TWENTY THREE  ","AWYL   ",90,17,50,7,8,4.4,"MUMBAI              ","10-06 16:00"
"2018-10-23 01:01:15",419001353,18.93992,72.91695,258.6,5.1,251,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:01:16",419060900,18.94370,72.84133,122.0,0.0,193,9371880,"TAG MAMTA           ","AULD   ",52,15,21,7,3,3.8,"MUMBAI              ","11-07 01:00"
"2018-10-23 01:01:17",477759700,18.92567,72.87680,239.4,12.2,238,9535149,"MOL GRANDEUR","VRIQ8",74,199,76,20,20,12.0,"LKCMB","10-25 14:30"
"2018-10-23 01:01:18",419055600,18.94588,72.85715,188.3,1.7,5,9142679,"ANTAREJA            ","AUIA   ",33,24,23,5,6,2.8,"MUMBAI              ","09-26 08:00"
"2018-10-23 01:01:18",419000294,18.92679,72.86435,286.9,0.0,200,9547233,"SCI PAWAN           ","AVLI   ",90,20,46,5,11,5.0,"MUMBAI              ","10-19 18:00"
"2018-10-23 01:01:19",305078000,18.93871,72.84134,273.4,0.0,281,9402043,"BBC CAROLINA        ","V2CQ3  ",70,125,13,6,15,6.9,"MUMBAI              ","10-21 15:15"
"2018-10-23 01:01:21",419001050,18.92570,72.86916,303.7,0.0,193,9169354,"TAG 19              ","AWMM   ",70,12,54,12,4,5.8,"NHAVA               ","07-18 08:00"
"2018-10-23 01:01:22",419000346,18.93961,72.84339,104.1,0.0,511,8216552,"MV SUMAYLA ONE","AVNG",90,11,49,3,9,3.2,"MUMBAI PLT STN","10-22 06:00"
"2018-10-23 01:01:22",419003606,18.98548,72.89813,327.4,0.0,511,0,"MPB III","AVBK",70,58,12,12,4,0.0,"","00-00 24:60"
"2018-10-23 01:01:23",419017300,18.90152,72.85707,207.0,9.5,217,10267904,"DCI DREDGE_16","VWXU",90,30,92,11,9,0.0,"","00-00 00:00"
"2018-10-23 01:01:25",636011643,18.95338,72.90825,266.2,0.0,7,9258167,"TROITSKY BRIDGE","A8AP7",89,151,32,12,21,7.8,"IN BOM","10-20 02:30"
"2018-10-23 01:01:25",304921000,18.93526,72.84450,349.9,1.4,178,9487213,"HANNAH S","V2GX9",79,150,39,17,15,10.1,"MUMBAI","10-20 06:30"
"2018-10-23 01:01:26",419000147,18.96260,72.85871,156.6,0.0,511,0,"SURYA SHAKTI","AVGN",52,10,15,6,2,0.0,"","00-00 24:60"
"2018-10-23 01:01:26",205744000,18.88087,72.83643,201.8,0.1,202,9187473,"VASCO DA GAMA       ","ORST   ",90,56,151,18,18,10.0,"MUMB                ","08-20 10:00"
"2018-10-23 01:01:28",419264000,18.94130,72.86177,237.0,0.0,511,8308513,"ALBATROSS 07  ","VWSB",99,8,50,7,5,4.4,"MUMBAI","00-00 18:50"
"2018-10-23 01:01:29",419322000,18.93063,72.86048,137.0,0.0,333,8316766,"SAMUDRA SHAUDHIKAMA ","VWSK   ",99,10,25,4,4,2.4,"MUMBAI              ","08-18 13:00"
"2018-10-23 01:01:30",419074100,18.95485,72.85388,165.3,0.1,511,8924563,"MEENAKSHI           ","AUSM   ",99,0,0,0,0,2.0,"MUMBAI              ","07-03 10:08"
"2018-10-23 01:01:30",419900778,18.88909,72.85130,187.2,8.0,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:01:30",419000490,18.89298,72.86685,354.9,3.8,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:01:30",419001175,18.91604,72.91137,360.0,0.0,210,0,"MODAK","AWRH",0,0,0,0,0,2.3,"MUMBAI","01-01 00:00"
"2018-10-23 01:01:31",419000694,18.93094,72.84137,179.4,5.5,511,0,"T239","AVYY",99,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:01:33",419001069,18.95677,72.86175,212.0,0.0,511,0,"","",0,0,0,0,0,0.0,"","00-00 24:60"
"2018-10-23 01:01:33",419000359,18.91592,72.87383,25.3,1.7,511,0,"MPB-10","AVNT",70,60,5,10,3,0.0,"","00-00 24:60"
"2018-10-23 01:01:34",419058400,18.94177,72.85758,16.0,0.0,511,8218108,"MV KAMRUP","AUJC",52,15,23,4,5,3.2,"MUMBAI","05-29 14:00"
"2018-10-23 01:01:34",419001117,18.92811,72.86804,153.5,0.0,172,9126039,"TAG 20              ","AWPB   ",70,21,67,9,9,5.0,"BFL                 ","08-30 14:00"
"2018-10-23 01:01:35",419000185,18.93617,72.84433,354.0,1.5,511,9603582,"TAGRAJVIR","AVHZ",0,0,0,0,0,0.0,"","00-00 00:00"
